Step,Element,Entropy,Max Depth, Assembly, Omega, Order
228,[[A]]=A,1.1488348542809166,2,6,45,7
229,=[[]],1.224394445405986,2,8,61,9
230,=[[]],1.2406705316766884,2,10,77,11
231,[A][A]=[A],1.295461844238322,2,9,70,10
232,=[[]],1.280672129520887,2,11,86,12
233,=[[]],1.2638091738835462,2,13,102,14
234,[A]=[A][A],1.2638091738835462,2,13,102,14
235,[A]=[A][A],1.2475562489182659,2,15,118,16
236,[A][A]=[A],1.272905595320056,2,14,111,15
237,[A]=[A][A],1.272905595320056,2,14,111,15
238,[A]=[A][A],1.272905595320056,2,14,111,15
239,=[[]],1.253297578463043,2,16,127,17
240,=[[]],1.4832261969709113,3,17,147,19
241,[A]=[A][A],1.4832261969709113,3,17,147,19
242,[A][A]=[A],1.5032583347756456,3,16,140,18
243,[[A]]=A,1.519728461579561,3,15,131,17
244,[A]=[A][A],1.519728461579561,3,15,131,17
245,[A][A]=[A],1.5435644431995963,3,14,124,16
246,[[A]]=A,1.5628066316931741,3,13,115,15
247,[[A]]=A,1.280672129520887,2,11,86,12
248,[A][A]=[A],1.3221793455166666,2,10,79,11
249,[A][A]=[A],1.360964047443681,2,9,72,10
250,=[[]],1.650022421648354,3,11,93,12
251,=[[]],1.5916727785823275,3,13,109,14
252,[[A]]=A,1.3143204867061788,2,12,98,13
253,[A]=[A][A],1.3143204867061788,2,12,98,13
254,[A]=[A][A],1.2866926683547546,2,14,114,15
255,[A][A]=[A],1.3143204867061788,2,12,98,13
256,=[[]],1.2866926683547546,2,14,114,15
257,=[[]],1.2639334294856335,2,16,130,17
258,[A][A]=[A],1.2866926683547546,2,14,114,15
259,=[[]],1.2639334294856335,2,16,130,17
260,[[A]]=A,1.271782221599798,2,15,120,16
261,[[A]]=A,1.272905595320056,2,14,111,15
262,=[[]],1.253297578463043,2,16,127,17
263,[[A]]=A,1.2475562489182659,2,15,118,16
264,[A]=[A][A],1.2475562489182659,2,15,118,16
265,=[[]],1.4932133643654213,3,17,138,18
266,=[[]],1.4609640474436811,3,19,154,20
267,=[[]],1.4329283087286118,3,21,170,22
268,[[A]]=A,1.221694907636328,2,20,159,21
269,=[[]],1.4247346189316263,3,21,179,23
270,[A][A]=[A],1.4519076150714063,3,19,163,21
271,[[A]]=A,1.4609640474436811,3,18,154,20
272,=[[]],1.4329283087286118,3,20,170,22
273,[A]=[A][A],1.4329283087286118,3,20,170,22
274,=[[]],1.4083445441575104,3,22,186,24
275,[[A]]=A,1.2009102795095283,2,20,157,21
276,[A][A]=[A],1.2192407046368487,2,19,150,20
277,=[[]],1.2072100267448116,2,21,166,22
278,[A][A]=[A],1.221694907636328,2,20,159,21
279,[A][A]=[A],1.2344977967946407,2,19,152,20
280,[A]=[A][A],1.2344977967946407,2,19,152,20
281,[A]=[A][A],1.2344977967946407,2,19,152,20
282,[[A]]=A,1.2363864108712894,2,18,143,19
283,[A][A]=[A],1.2516291673878228,2,17,136,18
284,[A][A]=[A],1.271782221599798,2,15,120,16
285,=[[]],1.2516291673878228,2,17,136,18
286,=[[]],1.2344977967946407,2,19,152,20
287,[A]=[A][A],1.221694907636328,2,20,159,21
288,[[A]]=A,1.2192407046368487,2,19,150,20
289,[A][A]=[A],1.2363864108712894,2,18,143,19
290,[[A]]=A,1.2326602568158207,2,17,134,18
291,[[A]]=A,1.2210477851797181,2,16,125,17
292,[A]=[A][A],1.2210477851797181,2,16,125,17
293,[A][A]=[A],1.2475562489182659,2,15,118,16
294,[[A]]=A,1.2309595631140104,2,14,109,15
295,[A][A]=[A],1.2638091738835462,2,13,102,14
296,[A]=[A][A],1.2475562489182659,2,15,118,16
297,=[[]],1.2326602568158207,2,17,134,18
298,[A]=[A][A],1.2326602568158207,2,17,134,18
299,=[[]],1.2192407046368487,2,19,150,20
300,[A]=[A][A],1.2192407046368487,2,19,150,20
301,[A][A]=[A],1.2363864108712894,2,18,143,19
302,[A]=[A][A],1.2363864108712894,2,18,143,19
303,[[A]]=A,1.2326602568158207,2,17,134,18
304,[A]=[A][A],1.2326602568158207,2,17,134,18
305,[[A]]=A,1.2210477851797181,2,16,125,17
306,[A][A]=[A],1.2475562489182659,2,15,118,16
307,[[A]]=A,1.2309595631140104,2,14,109,15
308,[A]=[A][A],1.2309595631140104,2,14,109,15
309,[A][A]=[A],1.2638091738835462,2,13,102,14
310,[A]=[A][A],1.2638091738835462,2,13,102,14
311,[A]=[A][A],1.2638091738835462,2,13,102,14
312,=[[]],1.2475562489182659,2,15,118,16
313,[A]=[A][A],1.2475562489182659,2,15,118,16
314,=[[]],1.4932133643654213,3,17,138,18
315,=[[]],1.8128876215181604,4,19,164,20
316,[A]=[A][A],1.8128876215181604,4,19,164,20
317,=[[]],1.9623544836578652,4,21,191,22
318,[A][A]=[A],1.9920139962755843,4,20,184,21
319,=[[]],1.9459874988768269,4,22,200,23
320,=[[]],1.9615101887362598,4,23,220,25
321,=[[]],1.9638413378563855,4,24,241,27
322,[[A]]=A,1.94087795037746,4,23,230,26
323,=[[]],1.9047467522760366,4,25,246,28
324,=[[]],1.9856387045923793,4,27,272,30
325,[[A]]=A,2.0027020339431743,4,26,263,29
326,[A][A]=[A],2.0176001385413644,4,25,256,28
327,[[A]]=A,2.0355105391056205,4,24,247,27
328,=[[]],2.0027020339431743,4,26,263,29
329,[A][A]=[A],2.0176001385413644,4,25,256,28
330,[A]=[A][A],1.9856387045923793,4,27,272,30
331,=[[]],2.0380373825559115,4,29,299,32
332,[A][A]=[A],2.064944563402473,4,27,283,30
333,=[[]],2.0380373825559115,4,29,299,32
334,=[[]],2.011490111309425,4,31,315,34
335,[A]=[A][A],2.011490111309425,4,31,315,34
336,[[A]]=A,1.9448111585357184,4,28,268,30
337,[[A]]=A,1.9604666414707665,4,27,259,29
338,[A][A]=[A],1.9790174434893641,4,26,252,28
339,[[A]]=A,1.9954988553479907,4,25,243,27
340,=[[]],2.176994582649833,5,26,275,29
341,[A][A]=[A],2.1981174211304033,5,25,268,28
342,[[A]]=A,2.206428310992824,5,23,239,25
343,[A]=[A][A],2.206428310992824,5,23,239,25
344,[[A]]=A,2.1811881477331987,5,22,223,24
345,[A][A]=[A],2.2122028491557013,5,21,216,23
346,[A]=[A][A],2.2122028491557013,5,21,216,23
347,[A]=[A][A],2.2122028491557013,5,21,216,23
348,[[A]]=A,2.168232893338811,5,20,205,22
349,[A][A]=[A],2.2261207468426805,5,18,189,20
350,[[A]]=A,2.247084753917085,5,17,180,19
351,[A][A]=[A],2.288019280279689,5,16,173,18
352,[A]=[A][A],2.3547213575823878,5,21,249,24
353,[A]=[A][A],2.3547213575823878,5,21,249,24
354,[A][A]=[A],2.288019280279689,5,16,173,18
355,[A][A]=[A],2.3522170014624826,5,14,157,16
356,[[A]]=A,2.1492553971685,4,13,136,15
357,[[A]]=A,2.005977711423774,4,12,118,14
358,[A][A]=[A],2.084962500721156,4,10,102,12
359,[A]=[A][A],2.084962500721156,4,10,102,12
360,[A][A]=[A],2.084962500721156,4,10,102,12
361,[A][A]=[A],2.084962500721156,4,10,102,12
362,[A][A]=[A],2.084962500721156,4,10,102,12
363,[A][A]=[A],2.084962500721156,4,10,102,12
364,[A]=[A][A],2.084962500721156,4,10,102,12
365,[A]=[A][A],2.038159681645953,4,11,109,13
366,=[[]],1.965596230357602,4,13,125,15
367,[A][A]=[A],2.005977711423774,4,12,118,14
368,=[[]],1.936278124459133,4,14,134,16
369,=[[]],1.9523612813926658,4,16,155,18
370,=[[]],1.9016094970590272,4,18,171,20
371,[[A]]=A,1.8452178053170998,4,17,160,19
372,=[[]],1.7956828983511028,4,19,176,21
373,[A][A]=[A],1.8452178053170998,4,17,160,19
374,[A]=[A][A],1.7956828983511028,4,19,176,21
375,=[[]],1.8290328929684438,4,20,197,23
376,[A]=[A][A],1.8290328929684438,4,20,197,23
377,[[A]]=A,1.85560377703983,4,19,187,22
378,[A][A]=[A],1.8753156176197312,4,16,150,18
379,[[A]]=A,1.822815600352516,4,14,121,15
380,[[A]]=A,1.5744174271404583,3,13,106,14
381,[[A]]=A,1.2957378005380122,2,12,95,13
382,[[A]]=A,1.280672129520887,2,11,86,12
383,[[A]]=A,1.2406705316766884,2,10,77,11
384,=[[]],1.2389012566026305,2,12,93,13
385,=[[]],1.2309595631140104,2,14,109,15
386,=[[]],1.7263472243434204,4,16,135,17
387,[A][A]=[A],1.7743974703476992,4,15,128,16
388,[[A]]=A,1.532914563979398,3,14,113,15
389,=[[]],1.4969275461145894,3,16,129,17
390,[A][A]=[A],1.5306390622295665,3,15,122,16
391,[A][A]=[A],1.5628066316931741,3,14,115,15
392,[A]=[A][A],1.5628066316931741,3,14,115,15
393,[A]=[A][A],1.5628066316931741,3,14,115,15
394,[A][A]=[A],1.6143308351592656,3,12,99,13
395,[A][A]=[A],1.6767370300521325,3,10,83,11
396,[[A]]=A,1.360964047443681,2,9,72,10
397,[A][A]=[A],1.4056390622295665,2,7,56,8
398,[A]=[A][A],1.4056390622295665,2,7,56,8
399,[A][A]=[A],1.4591479170272446,2,5,40,6
400,=[[]],1.4056390622295665,2,7,56,8
401,[A][A]=[A],1.4591479170272446,2,5,40,6
402,=[[]],1.4056390622295665,2,7,56,8
403,[A][A]=[A],1.4591479170272446,2,5,40,6
404,[[A]]=A,1.3709505944546687,2,4,31,5
405,[A][A]=[A],1.5,2,3,24,4
406,=[[]],2.2516291673878226,4,5,51,6
407,=[[]],2.1556390622295662,4,7,66,8
408,[A]=[A][A],2.058813890331201,4,8,73,9
409,[A][A]=[A],2.1556390622295662,4,7,66,8
410,=[[]],2.0464393446710156,4,9,82,10
411,[A]=[A][A],2.0464393446710156,4,9,82,10
412,=[[]],1.9508257945180885,4,11,98,12
413,[A][A]=[A],2.0464393446710156,4,9,82,10
414,[A][A]=[A],2.1556390622295662,4,7,66,8
415,[A][A]=[A],2.1556390622295662,4,7,66,8
416,[A][A]=[A],2.1556390622295662,4,7,66,8
417,[A]=[A][A],2.188721875540867,4,11,109,12
418,[A]=[A][A],2.188721875540867,4,11,109,12
419,[A][A]=[A],2.1556390622295662,4,7,66,8
420,[[A]]=A,1.8423709931771084,3,6,51,7
421,[A]=[A][A],1.75,3,7,58,8
422,[[A]]=A,1.3787834934861753,2,6,47,7
423,=[[]],1.7527152789797045,3,8,67,9
424,[A]=[A][A],1.6854752972273344,3,9,74,10
425,=[[]],1.7841591278514217,3,10,94,12
426,=[[]],1.7273966735744795,3,12,110,14
427,[A]=[A][A],1.7273966735744795,3,12,110,14
428,=[[]],1.6774212838293647,3,14,126,16
429,[A]=[A][A],1.6774212838293647,3,14,126,16
430,=[[]],1.6337314206421327,3,16,142,18
431,=[[]],1.9016094970590274,4,18,168,20
432,[[A]]=A,1.8452178053170998,4,17,157,19
433,[A]=[A][A],1.8128876215181604,4,18,164,20
434,[A]=[A][A],1.8128876215181604,4,18,164,20
435,[[A]]=A,1.824816986216862,4,17,155,19
436,[A]=[A][A],1.824816986216862,4,17,155,19
437,[[A]]=A,1.7169171866886992,4,15,126,16
438,[A][A]=[A],1.7735572622751854,4,14,119,15
439,[A]=[A][A],1.7735572622751854,4,14,119,15
440,=[[]],1.7263472243434204,4,16,135,17
441,[A]=[A][A],1.7263472243434204,4,16,135,17
442,=[[]],1.683240358011977,4,18,151,19
443,[A]=[A][A],1.683240358011977,4,18,151,19
444,[A][A]=[A],1.7233083338141042,4,17,144,18
445,=[[]],1.8128876215181604,4,18,165,20
446,[A]=[A][A],1.7676461209612235,4,20,181,22
447,[A][A]=[A],1.7956828983511028,4,19,174,21
448,[A]=[A][A],1.7956828983511028,4,19,174,21
449,[A][A]=[A],1.8219280948873624,4,18,167,20
450,[[A]]=A,1.8452178053170998,4,17,158,19
451,[A][A]=[A],1.8753156176197312,4,16,151,18
452,=[[]],1.9016094970590272,4,17,171,20
453,=[[]],1.9057584610289318,4,18,192,22
454,=[[]],1.867492461184755,4,20,208,24
455,=[[]],1.8318599943722043,4,22,224,26
456,[A][A]=[A],1.867492461184755,4,20,208,24
457,[A][A]=[A],1.9057584610289318,4,18,192,22
458,[A][A]=[A],1.9464393446710155,4,16,176,20
459,[[A]]=A,1.9762822787735768,4,15,167,19
460,[A][A]=[A],1.9887513942845323,4,14,160,18
461,=[[]],1.9464393446710155,4,16,176,20
462,[[A]]=A,1.6774212838293647,3,13,129,16
463,[[A]]=A,1.7055872616982601,3,12,120,15
464,[[A]]=A,1.6258145836939115,3,10,90,12
465,[A]=[A][A],1.6258145836939115,3,10,90,12
466,[A][A]=[A],1.6767370300521325,3,9,83,11
467,=[[]],1.6143308351592656,3,11,99,13
468,[[A]]=A,1.295461844238322,2,9,70,10
469,[[A]]=A,1.224394445405986,2,8,61,9
470,=[[]],1.2406705316766884,2,10,77,11
471,[A]=[A][A],1.2406705316766884,2,10,77,11
472,[[A]]=A,1.1567796494470395,2,9,68,10
473,[A]=[A][A],1.1567796494470395,2,9,68,10
474,[A][A]=[A],1.224394445405986,2,8,61,9
475,[A]=[A][A],1.1567796494470395,2,9,68,10
476,[[A]]=A,0.9864267287308424,2,8,59,9
477,[[A]]=A,0.5435644431995964,1,7,51,8
478,[A][A]=[A],0.5916727785823275,1,6,44,7
479,[A][A]=[A],0.6500224216483541,1,5,37,6
480,[[A]]=A,0.6500224216483541,1,5,37,6
481,=[[]],1.061278124459133,2,7,52,8
482,[A][A]=[A],1.1488348542809166,2,6,45,7
483,[A][A]=[A],1.2516291673878228,2,5,38,6
484,[[A]]=A,0.7219280948873623,1,4,30,5
485,=[[]],1.1488348542809166,2,6,45,7
486,[[A]]=A,0.6500224216483541,1,5,37,6
487,=[[]],1.061278124459133,2,7,52,8
488,=[[]],1.1567796494470395,2,9,68,10
489,=[[]],1.188721875540867,2,11,84,12
490,[A][A]=[A],1.2406705316766884,2,10,77,11
491,[A]=[A][A],1.2406705316766884,2,10,77,11
492,=[[]],1.2389012566026305,2,12,93,13
493,[[A]]=A,1.188721875540867,2,11,84,12
494,=[[]],1.1981174211304033,2,13,100,14
495,=[[]],1.7169171866886992,4,15,126,16
496,=[[]],1.679429366813955,4,17,142,18
497,[A]=[A][A],1.679429366813955,4,17,142,18
498,[[A]]=A,1.450467463408549,3,16,127,17
499,[A]=[A][A],1.450467463408549,3,16,127,17
500,[A][A]=[A],1.4913146570363986,3,15,120,16
501,=[[]],1.4627552262645036,3,17,136,18
502,=[[]],1.4366664819166872,3,19,152,20
503,[[A]]=A,1.2108100261060328,2,18,141,19
504,[A]=[A][A],1.2108100261060328,2,18,141,19
505,[[A]]=A,1.1941737342569119,2,17,132,18
506,[A][A]=[A],1.2210477851797181,2,16,125,17
507,=[[]],1.2108100261060328,2,18,141,19
508,[A]=[A][A],1.2108100261060328,2,18,141,19
509,[[A]]=A,1.1941737342569119,2,17,132,18
510,[[A]]=A,1.1660870601063933,2,16,123,17
511,[A][A]=[A],1.198192411043098,2,15,116,16
512,[[A]]=A,1.158938532350277,2,14,107,15
513,[[A]]=A,1.0949143184120975,2,13,98,14
514,[A][A]=[A],1.1401156785146092,2,12,91,13
515,=[[]],1.4716022614097979,3,14,111,15
516,[A][A]=[A],1.5216406363433184,3,13,104,14
517,=[[]],1.4913146570363986,3,15,120,16
518,=[[]],1.4627552262645036,3,17,136,18
519,=[[]],1.5783898247235197,3,19,157,20
520,[A]=[A][A],1.5783898247235197,3,19,157,20
521,[A][A]=[A],1.6068322783181097,3,18,150,19
522,=[[]],1.6644977792004614,3,19,170,21
523,=[[]],1.632105718491017,3,21,186,23
524,[A]=[A][A],1.632105718491017,3,21,186,23
525,[A]=[A][A],1.632105718491017,3,21,186,23
526,[A]=[A][A],1.632105718491017,3,21,186,23
527,[[A]]=A,1.5617677112802775,3,20,174,22
528,[A][A]=[A],1.580000754875826,3,19,167,21
529,[[A]]=A,1.595461844238322,3,18,158,20
530,=[[]],1.5617677112802775,3,20,174,22
531,[[A]]=A,1.4519076150714063,3,19,163,21
