Step,Element,Entropy,Max Depth, Assembly, Omega, Order
3098,[A]=[A][A],1.3709505944546687,2,4,31,5
3099,=[[]],1.8423709931771084,3,5,52,7
3100,[A]=[A][A],1.8423709931771084,3,5,52,7
3101,[[A]]=A,0.8112781244591328,1,3,23,4
3102,[A][A]=[A],0.9182958340544896,1,2,16,3
3103,[[A]]=A,0.9182958340544896,1,2,16,3
3104,=[[]],1.9219280948873623,3,4,36,5
3105,=[[]],1.8423709931771084,3,6,51,7
3106,[[A]]=A,1.4591479170272446,2,5,40,6
3107,=[[]],1.4056390622295665,2,7,56,8
3108,[A][A]=[A],1.4591479170272446,2,5,40,6
3109,[A]=[A][A],1.4591479170272446,2,5,40,6
3110,=[[]],1.4056390622295665,2,7,56,8
3111,[[A]]=A,1.3787834934861753,2,6,47,7
3112,[A][A]=[A],1.4591479170272446,2,5,40,6
3113,[[A]]=A,1.3709505944546687,2,4,31,5
3114,[A]=[A][A],1.3709505944546687,2,4,31,5
3115,[A][A]=[A],1.5,2,3,24,4
3116,=[[]],1.4591479170272446,2,5,40,6
3117,[[A]]=A,1.3709505944546687,2,4,31,5
3118,[A][A]=[A],1.5,2,3,24,4
3119,[[A]]=A,0.9182958340544896,1,2,16,3
3120,[[A]]=A,0.9182958340544896,1,2,16,3
3121,=[[]],1.3709505944546687,2,4,31,5
3122,=[[]],1.3787834934861753,2,6,47,7
3123,[[A]]=A,1.2516291673878228,2,5,38,6
3124,[A]=[A][A],1.2516291673878228,2,5,38,6
3125,[A][A]=[A],1.3709505944546687,2,4,31,5
3126,=[[]],1.3787834934861753,2,6,47,7
3127,[A][A]=[A],1.4591479170272446,2,5,40,6
3128,=[[]],2.1556390622295662,4,7,66,8
3129,[A][A]=[A],2.1556390622295662,4,7,66,8
3130,[A][A]=[A],2.1556390622295662,4,7,66,8
3131,[A]=[A][A],2.1556390622295662,4,7,66,8
3132,[A][A]=[A],2.1556390622295662,4,7,66,8
3133,[A]=[A][A],2.1556390622295662,4,7,66,8
3134,[[A]]=A,2.1280852788913944,4,6,58,7
3135,[A]=[A][A],2.1280852788913944,4,6,58,7
3136,[A]=[A][A],2.1280852788913944,4,6,58,7
3137,[A]=[A][A],2.1280852788913944,4,6,58,7
3138,=[[]],2.197159723424149,4,8,78,9
3139,[A]=[A][A],2.197159723424149,4,8,78,9
3140,[A][A]=[A],2.197159723424149,4,8,78,9
3141,=[[]],2.1626441180472606,4,8,101,11
3142,=[[]],2.103909910282364,4,10,116,13
3143,[A]=[A][A],2.103909910282364,4,10,116,13
3144,[[A]]=A,2.058813890331201,4,8,73,9
3145,[[A]]=A,1.75,3,7,58,8
3146,[A][A]=[A],1.8423709931771084,3,6,51,7
3147,=[[]],1.8910611120726528,3,7,72,9
3148,=[[]],1.823067982273661,3,9,87,11
3149,[A][A]=[A],1.823067982273661,3,9,87,11
3150,[A]=[A][A],1.823067982273661,3,9,87,11
3151,[A][A]=[A],1.823067982273661,3,9,87,11
3152,[A]=[A][A],1.8553885422075338,3,9,102,12
3153,[[A]]=A,1.6767370300521325,3,8,86,11
3154,[A]=[A][A],1.6767370300521325,3,8,86,11
3155,[[A]]=A,1.4056390622295665,2,6,57,8
3156,[A]=[A][A],1.4056390622295665,2,6,57,8
3157,=[[]],1.7219280948873623,3,8,77,10
3158,[A]=[A][A],1.7219280948873623,3,8,77,10
3159,[[A]]=A,1.3921472236645345,2,7,66,9
3160,=[[]],1.6767370300521325,3,8,86,11
3161,[[A]]=A,1.7219280948873623,3,7,78,10
3162,[A][A]=[A],1.7527152789797047,3,6,71,9
3163,=[[]],1.6767370300521325,3,8,86,11
3164,[A]=[A][A],1.6767370300521325,3,8,86,11
3165,[A][A]=[A],1.7219280948873623,3,8,76,10
3166,[A][A]=[A],1.811278124459133,3,6,60,8
3167,[A]=[A][A],1.811278124459133,3,6,60,8
3168,[A][A]=[A],1.811278124459133,3,6,60,8
3169,[[A]]=A,1.8423709931771084,3,5,52,7
3170,[A][A]=[A],1.9182958340544893,3,4,45,6
3171,[A]=[A][A],1.9182958340544893,3,4,45,6
3172,[[A]]=A,0.9182958340544896,1,2,16,3
3173,=[[]],1.3709505944546687,2,4,31,5
3174,[A]=[A][A],1.2516291673878228,2,5,38,6
3175,[[A]]=A,0.7219280948873623,1,4,30,5
3176,[A][A]=[A],0.8112781244591328,1,3,23,4
3177,[A]=[A][A],0.8112781244591328,1,3,23,4
3178,[A]=[A][A],0.8112781244591328,1,3,23,4
3179,[A][A]=[A],0.9182958340544896,1,2,16,3
3180,[A]=[A][A],0.9182958340544896,1,2,16,3
3181,=[[]],1.3709505944546687,2,4,31,5
3182,=[[]],1.3787834934861753,2,6,47,7
3183,[A]=[A][A],1.3787834934861753,2,6,47,7
3184,[A]=[A][A],1.3516441151533924,2,8,63,9
3185,[A]=[A][A],1.360964047443681,2,8,73,10
3186,[A][A]=[A],1.3921472236645345,2,7,66,9
3187,[A][A]=[A],1.4488156357251847,2,5,50,7
3188,[A][A]=[A],1.4591479170272446,2,5,40,6
3189,[[A]]=A,1.3709505944546687,2,4,31,5
3190,[A][A]=[A],1.5,2,3,24,4
3191,=[[]],1.4591479170272446,2,5,40,6
3192,[A][A]=[A],1.5,2,3,24,4
3193,[[A]]=A,0.9182958340544896,1,2,16,3
3194,[A]=[A][A],0.9182958340544896,1,2,16,3
3195,=[[]],1.9219280948873623,3,4,36,5
3196,=[[]],1.8423709931771084,3,6,51,7
3197,[A][A]=[A],1.8423709931771084,3,6,51,7
3198,=[[]],1.7527152789797045,3,8,67,9
3199,[A][A]=[A],1.8423709931771084,3,6,51,7
3200,[A]=[A][A],1.8423709931771084,3,6,51,7
3201,[[A]]=A,1.4591479170272446,2,5,40,6
3202,[[A]]=A,1.3709505944546687,2,4,31,5
3203,[A]=[A][A],1.3709505944546687,2,4,31,5
3204,[A]=[A][A],1.2516291673878228,2,5,38,6
3205,[A]=[A][A],1.2516291673878228,2,5,38,6
3206,[[A]]=A,0.7219280948873623,1,4,30,5
3207,[A][A]=[A],0.8112781244591328,1,3,23,4
3208,[A]=[A][A],0.8112781244591328,1,3,23,4
3209,[[A]]=A,0.8112781244591328,1,3,23,4
3210,[A]=[A][A],0.8112781244591328,1,3,23,4
3211,[[A]]=A,0.8112781244591328,1,3,23,4
3212,[A][A]=[A],0.9182958340544896,1,2,16,3
3213,[[A]]=A,0.9182958340544896,1,2,16,3
3214,[[A]]=A,0.9182958340544896,1,2,16,3
3215,[A][A]=[A],1,1,2,9,2
3216,[A]=[A][A],0.9182958340544896,1,2,16,3
3217,[A][A]=[A],1,1,2,9,2
3218,=[[]],2,3,4,30,4
3219,=[[]],1.9182958340544893,3,5,45,6
3220,[[A]]=A,1.5219280948873621,2,3,34,5
3221,[[A]]=A,1.5,2,3,24,4
3222,=[[]],1.4591479170272446,2,5,40,6
3223,[A][A]=[A],1.5,2,3,24,4
3224,[A][A]=[A],1.5,2,3,24,4
3225,[A][A]=[A],1.5,2,3,24,4
3226,[[A]]=A,0.9182958340544896,1,2,16,3
3227,[A]=[A][A],0.9182958340544896,1,2,16,3
3228,[[A]]=A,0.9182958340544896,1,2,16,3
3229,[A]=[A][A],0.9182958340544896,1,2,16,3
3230,=[[]],1.9219280948873623,3,4,36,5
3231,[A][A]=[A],1.9219280948873623,3,4,36,5
3232,[[A]]=A,1.5,2,3,24,4
3233,[A][A]=[A],1.5,2,3,24,4
3234,[A][A]=[A],1.5,2,3,24,4
3235,=[[]],1.4591479170272446,2,5,40,6
3236,[A][A]=[A],1.5,2,3,24,4
3237,[[A]]=A,0.9182958340544896,1,2,16,3
3238,[A]=[A][A],0.9182958340544896,1,2,16,3
3239,[A][A]=[A],1,1,2,9,2
3240,=[[]],1.5,2,3,24,4
3241,[A][A]=[A],1.5,2,3,24,4
3242,=[[]],1.4591479170272446,2,5,40,6
3243,[A]=[A][A],1.4591479170272446,2,5,40,6
3244,[A]=[A][A],1.4591479170272446,2,5,40,6
3245,[A][A]=[A],1.5,2,3,24,4
3246,=[[]],1.4591479170272446,2,5,40,6
3247,[[A]]=A,1.3709505944546687,2,4,31,5
3248,[A][A]=[A],1.5,2,3,24,4
3249,=[[]],1.4591479170272446,2,5,40,6
3250,=[[]],1.4056390622295665,2,7,56,8
3251,[A][A]=[A],1.4591479170272446,2,5,40,6
3252,=[[]],1.811278124459133,3,6,60,8
3253,[[A]]=A,1.8423709931771084,3,5,52,7
3254,=[[]],1.7527152789797045,3,7,67,9
3255,[A]=[A][A],1.7219280948873623,3,8,78,10
3256,[A]=[A][A],1.7219280948873623,3,8,78,10
3257,[A]=[A][A],1.7219280948873623,3,8,78,10
3258,[A]=[A][A],1.7219280948873623,3,8,78,10
3259,[[A]]=A,1.2516291673878228,2,5,38,6
3260,=[[]],1.2987949406953985,2,7,54,8
3261,[[A]]=A,1.1488348542809166,2,6,45,7
3262,[[A]]=A,0.6500224216483541,1,5,37,6
3263,=[[]],1.061278124459133,2,7,52,8
3264,=[[]],1.5709505944546687,3,9,72,10
3265,[A]=[A][A],1.5709505944546687,3,9,72,10
3266,=[[]],1.7295739585136223,3,11,93,12
3267,[[A]]=A,1.6171895725927152,3,10,81,11
3268,[A]=[A][A],1.5510981710072647,3,11,88,12
3269,[A][A]=[A],1.6171895725927152,3,10,81,11
3270,[[A]]=A,1.5709505944546687,3,9,72,10
3271,=[[]],1.5510981710072647,3,11,88,12
3272,[[A]]=A,1.2406705316766884,2,10,77,11
3273,[[A]]=A,1.1567796494470395,2,9,68,10
3274,[A][A]=[A],1.224394445405986,2,8,61,9
3275,[[A]]=A,1.061278124459133,2,7,52,8
3276,[A]=[A][A],0.9864267287308424,2,8,59,9
3277,=[[]],1.0957952550009336,2,10,75,11
3278,[A]=[A][A],1.0957952550009336,2,10,75,11
3279,=[[]],1.1401156785146092,2,12,91,13
3280,=[[]],1.4716022614097979,3,14,111,15
3281,=[[]],1.608700165519891,3,16,132,17
3282,[A]=[A][A],1.608700165519891,3,16,132,17
3283,=[[]],1.5779772001172403,3,18,148,19
3284,=[[]],1.549211124711451,3,20,164,21
3285,=[[]],1.6188386818320675,3,22,185,23
3286,[A][A]=[A],1.642423961771975,3,21,178,22
3287,[[A]]=A,1.5723516633085879,3,20,166,21
3288,[[A]]=A,1.5783898247235197,3,19,157,20
3289,[[A]]=A,1.4652556501132248,3,18,145,19
3290,[[A]]=A,1.4627552262645036,3,17,136,18
3291,[A][A]=[A],1.4969275461145894,3,16,129,17
3292,[[A]]=A,1.2475562489182659,2,15,118,16
3293,[[A]]=A,1.2309595631140104,2,14,109,15
3294,[[A]]=A,1.1981174211304033,2,13,100,14
3295,[[A]]=A,1.1401156785146092,2,12,91,13
3296,=[[]],1.158938532350277,2,14,107,15
3297,[A][A]=[A],1.1981174211304033,2,13,100,14
3298,[[A]]=A,1.1401156785146092,2,12,91,13
3299,=[[]],1.158938532350277,2,14,107,15
3300,[[A]]=A,1.0949143184120975,2,13,98,14
3301,[A][A]=[A],1.1401156785146092,2,12,91,13
3302,[A]=[A][A],1.1401156785146092,2,12,91,13
3303,[A]=[A][A],1.0949143184120975,2,13,98,14
3304,[A][A]=[A],1.1401156785146092,2,12,91,13
3305,[[A]]=A,1.0408520829727552,2,11,82,12
3306,[A][A]=[A],1.0957952550009336,2,10,75,11
3307,[A][A]=[A],1.1567796494470395,2,9,68,10
3308,[[A]]=A,0.9864267287308424,2,8,59,9
3309,=[[]],1.0957952550009336,2,10,75,11
3310,[A][A]=[A],1.1567796494470395,2,9,68,10
3311,[[A]]=A,0.9864267287308424,2,8,59,9
3312,[A]=[A][A],0.9864267287308424,2,8,59,9
3313,[A][A]=[A],1.061278124459133,2,7,52,8
3314,[A]=[A][A],1.061278124459133,2,7,52,8
3315,[A]=[A][A],1.061278124459133,2,7,52,8
3316,[[A]]=A,0.5916727785823275,1,6,44,7
3317,[[A]]=A,0.5916727785823275,1,6,44,7
3318,[A][A]=[A],0.6500224216483541,1,5,37,6
3319,=[[]],1.5487949406953985,3,7,57,8
3320,[A][A]=[A],1.6644977792004614,3,6,50,7
3321,=[[]],1.6577427265048887,3,8,65,9
3322,[A][A]=[A],1.75,3,7,58,8
3323,[[A]]=A,1.3787834934861753,2,6,47,7
3324,[[A]]=A,1.2516291673878228,2,5,38,6
3325,[A]=[A][A],1.2516291673878228,2,5,38,6
3326,[A]=[A][A],1.2516291673878228,2,5,38,6
3327,[A]=[A][A],1.2987949406953985,2,7,54,8
3328,[A]=[A][A],1.2987949406953985,2,7,54,8
3329,[A]=[A][A],1.2987949406953985,2,7,54,8
3330,[A]=[A][A],1.2987949406953985,2,7,54,8
3331,[A]=[A][A],1.2987949406953985,2,7,54,8
3332,[[A]]=A,1.1488348542809166,2,6,45,7
3333,=[[]],1.224394445405986,2,8,61,9
3334,[[A]]=A,1.061278124459133,2,7,52,8
3335,[A]=[A][A],1.061278124459133,2,7,52,8
3336,[A]=[A][A],0.9864267287308424,2,8,59,9
3337,[[A]]=A,0.5435644431995964,1,7,51,8
3338,[[A]]=A,0.5435644431995964,1,7,51,8
3339,=[[]],0.9219280948873623,2,9,66,10
3340,[A][A]=[A],0.9864267287308424,2,8,59,9
3341,[[A]]=A,0.5435644431995964,1,7,51,8
3342,[[A]]=A,0.5435644431995964,1,7,51,8
3343,[A][A]=[A],0.5916727785823275,1,6,44,7
3344,[A]=[A][A],0.5916727785823275,1,6,44,7
3345,=[[]],0.9864267287308424,2,8,59,9
3346,[[A]]=A,0.5435644431995964,1,7,51,8
3347,=[[]],0.9219280948873623,2,9,66,10
3348,=[[]],1.4182958340544896,3,11,86,12
3349,=[[]],1.4299111709758698,3,13,102,14
3350,[[A]]=A,1.1401156785146092,2,12,91,13
3351,[[A]]=A,1.0408520829727552,2,11,82,12
3352,[A]=[A][A],1.0408520829727552,2,11,82,12
3353,=[[]],1.0949143184120975,2,13,98,14
3354,=[[]],1.121640762186858,2,15,114,16
3355,=[[]],1.4108478748063633,3,17,134,18
3356,[A][A]=[A],1.450467463408549,3,16,127,17
3357,[A][A]=[A],1.4913146570363986,3,15,120,16
3358,[A][A]=[A],1.532914563979398,3,14,113,15
3359,[A][A]=[A],1.5744174271404583,3,13,106,14
3360,[[A]]=A,1.2957378005380122,2,12,95,13
3361,[A][A]=[A],1.3250112108241772,2,11,88,12
3362,[A]=[A][A],1.2957378005380122,2,12,95,13
3363,[A]=[A][A],1.2957378005380122,2,12,95,13
3364,[A][A]=[A],1.3250112108241772,2,11,88,12
3365,=[[]],1.2958363892911637,2,13,104,14
3366,[[A]]=A,1.2957378005380122,2,12,95,13
3367,[[A]]=A,1.280672129520887,2,11,86,12
3368,[[A]]=A,1.2406705316766884,2,10,77,11
3369,[A]=[A][A],1.280672129520887,2,10,87,12
3370,[[A]]=A,1.2406705316766884,2,9,78,11
3371,[[A]]=A,1.1567796494470395,2,8,70,10
3372,[A]=[A][A],1.1567796494470395,2,8,70,10
3373,[A][A]=[A],1.224394445405986,2,7,63,9
3374,=[[]],1.2406705316766884,2,9,78,11
3375,=[[]],1.2389012566026305,2,11,94,13
3376,[[A]]=A,1.188721875540867,2,10,85,12
3377,[A]=[A][A],1.188721875540867,2,10,85,12
3378,[A]=[A][A],1.188721875540867,2,10,85,12
3379,=[[]],1.1981174211304033,2,12,101,14
3380,=[[]],1.198192411043098,2,14,117,16
3381,[A]=[A][A],1.1660870601063933,2,15,124,17
3382,=[[]],1.1674367232867007,2,17,140,19
3383,=[[]],1.1657840518150733,2,19,156,21
3384,[A]=[A][A],1.1657840518150733,2,19,156,21
3385,=[[]],1.1625633078480364,2,21,172,23
3386,[A]=[A][A],1.1625633078480364,2,21,172,23
3387,[A][A]=[A],1.181899057917561,2,20,165,22
3388,=[[]],1.1752835873133534,2,22,181,24
3389,[A][A]=[A],1.191603636543317,2,21,174,23
3390,[A][A]=[A],1.2072100267448116,2,20,167,22
3391,=[[]],1.1964209471916636,2,22,183,24
3392,[A]=[A][A],1.1964209471916636,2,22,183,24
3393,[[A]]=A,1.191603636543317,2,21,174,23
3394,[A]=[A][A],1.191603636543317,2,21,174,23
3395,[A][A]=[A],1.2072100267448116,2,20,167,22
3396,[A]=[A][A],1.2072100267448116,2,20,167,22
3397,=[[]],1.1964209471916636,2,22,183,24
3398,[[A]]=A,1.191603636543317,2,21,174,23
3399,=[[]],1.1829661954675212,2,23,190,25
3400,[[A]]=A,1.1752835873133534,2,22,181,24
3401,[[A]]=A,1.1625633078480364,2,21,172,23
3402,[[A]]=A,1.143320102127766,2,20,163,22
3403,[[A]]=A,1.115520093581932,2,19,154,21
3404,=[[]],1.1211774609034908,2,21,170,23
3405,[[A]]=A,1.090652803252992,2,20,161,22
3406,[A]=[A][A],1.1211774609034908,2,20,172,23
3407,[A][A]=[A],1.143320102127766,2,19,165,22
3408,[A]=[A][A],1.143320102127766,2,19,165,22
3409,=[[]],1.1431558784658322,2,21,181,24
3410,=[[]],1.3491826432523002,3,23,201,26
3411,[A][A]=[A],1.3705644329032338,3,22,194,25
3412,=[[]],1.3540489879782316,3,24,210,27
3413,[A]=[A][A],1.3540489879782316,3,24,210,27
3414,[A]=[A][A],1.3352377453121176,3,25,217,28
3415,=[[]],1.3222033920663172,3,27,233,30
3416,=[[]],1.5768557466791862,4,29,259,32
3417,[A][A]=[A],1.597623800547834,4,28,252,31
3418,[A]=[A][A],1.597623800547834,4,28,252,31
3419,=[[]],1.5745026554217976,4,30,268,33
3420,=[[]],1.5531582637508,4,32,284,35
3421,=[[]],1.5334103476766638,4,34,300,37
3422,[[A]]=A,1.5361378044628033,4,33,291,36
3423,[A]=[A][A],1.5361378044628033,4,33,291,36
3424,[A][A]=[A],1.5531582637508,4,32,284,35
3425,[A][A]=[A],1.5700338813359287,4,31,277,34
3426,=[[]],1.627015981658265,4,33,299,36
3427,[[A]]=A,1.5768557466791862,4,30,258,32
3428,[A]=[A][A],1.5768557466791862,4,30,258,32
3429,[A]=[A][A],1.5768557466791862,4,30,258,32
3430,=[[]],1.555751075526354,4,32,274,34
3431,=[[]],1.5361378044628033,4,34,290,36
3432,=[[]],1.5178872290605934,4,36,306,38
3433,[[A]]=A,1.5190674674240459,4,35,297,37
3434,=[[]],1.6623466871764814,4,37,324,39
3435,[[A]]=A,1.6633748974287281,4,36,315,38
3436,=[[]],1.6444463519785717,4,38,331,40
3437,[[A]]=A,1.5738709229082126,4,35,291,36
3438,[A][A]=[A],1.5962017927557985,4,34,284,35
3439,[[A]]=A,1.5884073438759847,4,33,275,34
3440,[[A]]=A,1.5765589103358097,4,32,266,33
3441,[[A]]=A,1.4862949406953985,4,31,250,32
3442,[A]=[A][A],1.4862949406953985,4,31,250,32
3443,[A]=[A][A],1.4862949406953985,4,31,250,32
3444,[A][A]=[A],1.5119181569859679,4,30,243,31
3445,[[A]]=A,1.4165365037609146,4,29,232,30
3446,=[[]],1.4072535340397483,4,31,248,32
3447,[A][A]=[A],1.430327027534974,4,30,241,31
3448,[A]=[A][A],1.430327027534974,4,30,241,31
3449,[A]=[A][A],1.430327027534974,4,30,241,31
3450,[A]=[A][A],1.430327027534974,4,30,241,31
3451,[A][A]=[A],1.4539580943104375,4,29,234,30
3452,[A][A]=[A],1.478112260153897,4,28,227,29
3453,=[[]],1.4613598273276736,4,30,243,31
3454,=[[]],1.4454737993451687,4,32,259,33
3455,[[A]]=A,1.4396905092405703,4,31,250,32
3456,[A]=[A][A],1.4396905092405703,4,31,250,32
3457,[A]=[A][A],1.4396905092405703,4,31,250,32
3458,[A][A]=[A],1.4613598273276736,4,30,243,31
3459,[A]=[A][A],1.4613598273276736,4,30,243,31
3460,=[[]],1.4454737993451687,4,32,259,33
3461,[[A]]=A,1.4396905092405703,4,31,250,32
3462,[A]=[A][A],1.4396905092405703,4,31,250,32
3463,[A][A]=[A],1.4613598273276736,4,30,243,31
3464,[[A]]=A,1.4539580943104375,4,29,234,30
3465,=[[]],1.4396905092405703,4,31,250,32
3466,[[A]]=A,1.430327027534974,4,30,241,31
3467,[A]=[A][A],1.430327027534974,4,30,241,31
3468,[[A]]=A,1.4165365037609146,4,29,232,30
3469,[[A]]=A,1.2472698656300505,3,28,217,29
3470,=[[]],1.2455547971375829,3,30,233,31
3471,=[[]],1.2426381548970111,3,32,249,33
3472,[A][A]=[A],1.260692411043098,3,31,242,32
3473,[A][A]=[A],1.2790381263771413,3,30,235,31
3474,[[A]]=A,1.1092271387984605,2,29,224,30
3475,[A][A]=[A],1.1242592373746325,2,28,217,29
3476,[[A]]=A,1.107784384952517,2,27,208,28
3477,[A][A]=[A],1.1246581201547063,2,26,201,27
3478,=[[]],1.1242592373746325,2,28,217,29
3479,=[[]],1.30540928358133,3,30,237,31
3480,=[[]],1.2949949446893019,3,32,253,33
3481,[[A]]=A,1.1334321011224375,2,31,242,32
3482,[[A]]=A,1.1230875826307978,2,30,233,31
3483,[A][A]=[A],1.136477334576122,2,29,226,30
3484,[[A]]=A,1.1242592373746325,2,28,217,29
3485,[[A]]=A,1.107784384952517,2,27,208,28
3486,[A]=[A][A],1.107784384952517,2,27,208,28
3487,[A]=[A][A],1.1242592373746325,2,27,218,29
3488,[A]=[A][A],1.1242592373746325,2,27,218,29
3489,=[[]],1.1230875826307978,2,29,234,31
3490,=[[]],1.1214210312856923,2,31,250,33
3491,[A][A]=[A],1.1334321011224375,2,30,243,32
3492,=[[]],1.298746985624977,3,31,263,34
3493,[A][A]=[A],1.3121405932434285,3,30,256,33
3494,[[A]]=A,1.3100562489182659,3,29,247,32
3495,[[A]]=A,1.30540928358133,3,28,238,31
3496,[[A]]=A,1.297626229780677,3,27,229,30
3497,[[A]]=A,1.285981855853695,3,26,220,29
3498,[[A]]=A,1.2695459925589745,3,25,211,28
3499,[A][A]=[A],1.2924108984132547,3,24,204,27
3500,[A]=[A][A],1.2924108984132547,3,24,204,27
3501,[A]=[A][A],1.2924108984132547,3,24,204,27
3502,[[A]]=A,1.0434356963218767,2,22,175,24
3503,=[[]],1.0577422381270596,2,24,191,26
3504,[A][A]=[A],1.0783220795483648,2,23,184,25
3505,[A]=[A][A],1.0783220795483648,2,23,184,25
3506,[A][A]=[A],1.0994839817876882,2,22,177,24
3507,=[[]],1.3158243335257076,3,24,197,26
3508,[A][A]=[A],1.3397218324096136,3,23,190,25
3509,[A]=[A][A],1.3158243335257076,3,24,197,26
3510,[[A]]=A,1.1238561897747248,2,23,186,25
3511,[A][A]=[A],1.1431558784658322,2,22,179,24
3512,[A][A]=[A],1.1625633078480364,2,21,172,23
3513,[A][A]=[A],1.181899057917561,2,20,165,22
3514,[[A]]=A,1.1657840518150733,2,19,156,21
3515,=[[]],1.1625633078480364,2,21,172,23
3516,[A][A]=[A],1.181899057917561,2,20,165,22
3517,[A]=[A][A],1.181899057917561,2,20,165,22
3518,[[A]]=A,1.1657840518150733,2,19,156,21
3519,[A][A]=[A],1.1883763717345073,2,18,149,20
3520,=[[]],1.181899057917561,2,20,165,22
3521,=[[]],1.1752835873133534,2,22,181,24
3522,[[A]]=A,1.1625633078480364,2,21,172,23
3523,[[A]]=A,1.143320102127766,2,20,163,22
3524,[[A]]=A,1.115520093581932,2,19,154,21
3525,[[A]]=A,1.076297625725199,2,18,145,20
3526,[[A]]=A,1.0214554656116666,2,17,136,19
3527,[A][A]=[A],1.0529407605626346,2,16,129,18
3528,=[[]],1.076297625725199,2,18,145,20
3529,[[A]]=A,1.0214554656116666,2,17,136,19
3530,[[A]]=A,0.9444885341662053,2,16,127,18
3531,[[A]]=A,0.8343470230852537,2,15,119,17
3532,[A][A]=[A],0.8683927290103626,2,14,112,16
3533,[[A]]=A,0.8683927290103626,2,14,112,16
3534,[A][A]=[A],0.9055872616982603,2,13,105,15
3535,[A][A]=[A],0.9463729359854419,2,12,98,14
3536,[A]=[A][A],0.9055872616982603,2,13,105,15
3537,=[[]],0.9780155566622413,2,15,120,17
3538,[[A]]=A,0.8683927290103626,2,14,112,16
3539,[A]=[A][A],0.8683927290103626,2,14,112,16
3540,[A]=[A][A],0.8683927290103626,2,14,112,16
3541,[[A]]=A,0.8683927290103626,2,14,112,16
3542,[A][A]=[A],0.9055872616982603,2,13,105,15
3543,=[[]],0.9780155566622413,2,15,120,17
3544,=[[]],1.0214554656116666,2,17,136,19
3545,[A][A]=[A],1.0529407605626346,2,16,129,18
3546,=[[]],1.076297625725199,2,18,145,20
3547,[[A]]=A,1.0214554656116666,2,17,136,19
3548,=[[]],1.3012407854814618,3,19,156,21
3549,[A]=[A][A],1.3012407854814618,3,19,156,21
3550,[[A]]=A,1.076297625725199,2,18,145,20
3551,=[[]],1.090652803252992,2,20,161,22
3552,[[A]]=A,1.0488412604661608,2,19,152,21
3553,=[[]],1.0666152167384504,2,21,168,23
3554,=[[]],1.0783220795483648,2,23,184,25
3555,[A][A]=[A],1.0994839817876882,2,22,177,24
3556,[A]=[A][A],1.0994839817876882,2,22,177,24
3557,=[[]],1.1047909373235627,2,24,193,26
3558,=[[]],1.107784384952517,2,26,209,28
3559,[A][A]=[A],1.1246581201547063,2,25,202,27
3560,[A][A]=[A],1.141619525334138,2,24,195,26
3561,[A]=[A][A],1.154173392945927,2,24,206,27
3562,[A]=[A][A],1.154173392945927,2,24,206,27
3563,[A]=[A][A],1.1392781631244115,2,25,213,28
3564,[A]=[A][A],1.1242592373746325,2,26,220,29
3565,[A]=[A][A],1.1242592373746325,2,26,220,29
3566,=[[]],1.30540928358133,3,27,240,31
3567,[A]=[A][A],1.30540928358133,3,27,240,31
3568,=[[]],1.2949949446893019,3,29,256,33
3569,[A]=[A][A],1.2851607816997823,3,31,272,35
3570,[A][A]=[A],1.298746985624977,3,30,265,34
3571,[A][A]=[A],1.3121405932434285,3,29,258,33
3572,=[[]],1.3003232551096926,3,31,274,35
3573,[A][A]=[A],1.3121211078748076,3,30,267,34
3574,[[A]]=A,1.3121405932434285,3,29,258,33
3575,[A]=[A][A],1.3121405932434285,3,29,258,33
3576,=[[]],1.4046653330944496,3,30,279,35
3577,[A]=[A][A],1.4046653330944496,3,30,279,35
3578,[A]=[A][A],1.4046653330944496,3,30,279,35
3579,=[[]],1.39015656320852,3,32,295,37
3580,[A]=[A][A],1.39015656320852,3,32,295,37
3581,=[[]],1.4529532378983614,3,34,315,39
3582,[A]=[A][A],1.4420918598895944,3,35,322,40
3583,=[[]],1.4284978589270174,3,37,338,42
3584,=[[]],1.4157717745885328,3,39,354,44
3585,[[A]]=A,1.3526334608420476,3,38,343,43
3586,=[[]],1.3417964797799096,3,40,359,45
3587,=[[]],1.4006447157367434,3,42,379,47
3588,[[A]]=A,1.3392035454687838,3,41,368,46
3589,=[[]],1.3291757112282037,3,43,384,48
3590,[A]=[A][A],1.3291757112282037,3,43,384,48
3591,=[[]],1.3197781826869517,3,45,400,50
3592,[[A]]=A,1.3221573824270025,3,44,391,49
3593,[A][A]=[A],1.3291757112282037,3,43,384,48
3594,[A]=[A][A],1.3291757112282037,3,43,384,48
3595,[[A]]=A,1.3316598747615735,3,42,375,47
3596,[A]=[A][A],1.3221573824270025,3,44,391,49
3597,[[A]]=A,1.2451483147570945,3,42,361,46
3598,[A][A]=[A],1.2529703680466553,3,41,354,45
3599,[A]=[A][A],1.2529703680466553,3,41,354,45
3600,[[A]]=A,1.117889605670105,2,39,325,42
3601,=[[]],1.1149985556752577,2,41,341,44
3602,[A]=[A][A],1.1149985556752577,2,41,341,44
3603,=[[]],1.1122129250331756,2,43,357,46
3604,[A][A]=[A],1.1183635963342027,2,42,350,45
3605,[[A]]=A,1.1149985556752577,2,41,341,44
3606,[A][A]=[A],1.1216659164865312,2,40,334,43
3607,[A][A]=[A],1.1280180176532146,2,39,327,42
3608,=[[]],1.1242106465296637,2,41,343,44
3609,=[[]],1.1206278986197225,2,43,359,46
