Step,Entropy,Max Depth, Assembly, Omega, Order
757,0.5435644431995964,1,7,51,8
758,0.5916727785823275,1,6,44,7
759,0.9864267287308424,2,8,59,9
760,1.061278124459133,2,7,52,8
761,1.1488348542809166,2,6,45,7
762,1.1488348542809166,2,6,45,7
763,0.6500224216483541,1,5,37,6
764,0.5916727785823275,1,6,44,7
765,0.6500224216483541,1,5,37,6
766,1.061278124459133,2,7,52,8
767,0.5916727785823275,1,6,44,7
768,0.6500224216483541,1,5,37,6
769,0.7219280948873623,1,4,30,5
770,0.7219280948873623,1,4,30,5
771,1.1488348542809166,2,6,45,7
772,1.224394445405986,2,8,61,9
773,1.2406705316766884,2,10,77,11
774,1.2406705316766884,2,10,77,11
775,1.1567796494470395,2,9,68,10
776,1.224394445405986,2,8,61,9
777,1.2987949406953985,2,7,54,8
778,1.295461844238322,2,9,70,10
779,1.280672129520887,2,11,86,12
780,1.2406705316766884,2,10,77,11
781,1.295461844238322,2,9,70,10
782,1.6258145836939115,3,10,90,12
783,1.7273966735744795,3,11,111,14
784,1.7381493331928664,3,10,103,13
785,1.7841591278514217,3,9,96,12
786,1.823067982273661,3,8,89,11
787,1.823067982273661,3,8,89,11
788,1.8464393446710154,3,7,82,10
789,1.8423709931771084,3,5,52,7
790,1.9182958340544893,3,4,45,6
791,1.9182958340544893,3,4,45,6
792,1.9182958340544893,3,4,45,6
793,1.9182958340544893,3,4,45,6
794,1.9182958340544893,3,4,45,6
795,1.9182958340544893,3,4,45,6
796,0.9182958340544896,1,2,16,3
797,0.9182958340544896,1,2,16,3
798,0.9182958340544896,1,2,16,3
799,1.3709505944546687,2,4,31,5
800,1.3787834934861753,2,6,47,7
801,1.7527152789797045,3,8,67,9
802,1.6767370300521325,3,10,83,11
803,1.7527152789797045,3,8,67,9
804,1.7841591278514217,3,11,95,12
805,1.7527152789797045,3,8,67,9
806,1.6767370300521325,3,10,83,11
807,1.6767370300521325,3,10,83,11
808,1.7527152789797045,3,8,67,9
809,1.8423709931771084,3,6,51,7
810,1.7527152789797045,3,8,67,9
811,2.1180782093497093,4,9,94,11
812,2.038159681645953,4,11,110,13
813,2.1180782093497093,4,9,94,11
814,2.054585169337799,4,10,101,12
815,1.9852281360342514,4,12,117,14
816,1.9852281360342514,4,12,117,14
817,1.9211796919474975,4,14,133,16
818,1.965596230357602,4,13,126,15
819,1.9015064025015063,4,15,142,17
820,1.5435644431995963,3,14,124,16
821,1.5435644431995963,3,14,124,16
822,1.5032583347756456,3,16,140,18
823,1.5032583347756456,3,16,140,18
824,1.5032583347756456,3,16,140,18
825,1.272905595320056,2,14,111,15
826,1.272905595320056,2,14,111,15
827,1.2638091738835462,2,13,102,14
828,1.2957378005380122,2,12,95,13
829,1.280672129520887,2,11,86,12
830,1.2406705316766884,2,10,77,11
831,1.2389012566026305,2,12,93,13
832,1.280672129520887,2,11,86,12
833,1.2638091738835462,2,13,102,14
834,1.2475562489182659,2,15,118,16
835,1.2210477851797181,2,16,125,17
836,1.2475562489182659,2,15,118,16
837,1.2326602568158207,2,17,134,18
838,1.2326602568158207,2,17,134,18
839,1.2210477851797181,2,16,125,17
840,1.2210477851797181,2,16,125,17
841,1.2210477851797181,2,16,125,17
842,1.198192411043098,2,15,116,16
843,1.2309595631140104,2,14,109,15
844,1.2638091738835462,2,13,102,14
845,1.2638091738835462,2,13,102,14
846,1.2389012566026305,2,12,93,13
847,1.2309595631140104,2,14,109,15
848,1.1981174211304033,2,13,100,14
849,1.198192411043098,2,15,116,16
850,1.1941737342569119,2,17,132,18
851,1.1941737342569119,2,17,132,18
852,1.2210477851797181,2,16,125,17
853,1.2210477851797181,2,16,125,17
854,1.2475562489182659,2,15,118,16
855,1.2309595631140104,2,14,109,15
856,1.2309595631140104,2,14,109,15
857,1.2309595631140104,2,14,109,15
858,1.4969275461145894,3,15,129,17
859,1.5306390622295665,3,14,122,16
860,1.5306390622295665,3,14,122,16
861,1.532914563979398,3,13,113,15
862,1.532914563979398,3,13,113,15
863,1.8751310486364092,4,15,139,17
864,1.9211796919474975,4,14,132,16
865,1.6894822670191825,3,13,117,15
866,1.7273966735744795,3,12,110,14
867,1.6143308351592656,3,11,99,13
868,1.650022421648354,3,10,92,12
869,1.6767370300521325,3,9,83,11
870,1.6854752972273344,3,8,74,10
871,1.7527152789797045,3,7,67,9
872,1.6767370300521325,3,9,83,11
873,1.2987949406953985,2,7,54,8
874,1.6854752972273344,3,9,74,10
875,1.3516441151533924,2,8,63,9
876,1.2987949406953985,2,7,54,8
877,1.2987949406953985,2,7,54,8
878,1.3787834934861753,2,6,47,7
879,1.3516441151533924,2,8,63,9
880,1.2987949406953985,2,7,54,8
881,1.3787834934861753,2,6,47,7
882,1.3787834934861753,2,6,47,7
883,1.3516441151533924,2,8,63,9
884,1.2987949406953985,2,7,54,8
885,1.1488348542809166,2,6,45,7
886,1.6577427265048887,3,8,65,9
887,1.6171895725927152,3,10,81,11
888,1.6854752972273344,3,9,74,10
889,1.6854752972273344,3,9,74,10
890,1.3516441151533924,2,8,63,9
891,1.4056390622295665,2,7,56,8
892,1.4591479170272446,2,5,40,6
893,1.3709505944546687,2,4,31,5
894,1.8423709931771084,3,6,51,7
895,1.7527152789797045,3,8,67,9
896,1.6767370300521325,3,10,83,11
897,1.360964047443681,2,9,72,10
898,1.360964047443681,2,9,72,10
899,1.360964047443681,2,9,72,10
900,1.360964047443681,2,9,72,10
901,1.360964047443681,2,9,72,10
902,1.4056390622295665,2,7,56,8
903,1.4056390622295665,2,7,56,8
904,1.360964047443681,2,9,72,10
905,1.4056390622295665,2,7,56,8
906,1.360964047443681,2,9,72,10
907,1.3516441151533924,2,8,63,9
908,1.2987949406953985,2,7,54,8
909,1.1488348542809166,2,6,45,7
910,0.6500224216483541,1,5,37,6
911,0.6500224216483541,1,5,37,6
912,1.5487949406953985,3,7,57,8
913,1.1488348542809166,2,6,45,7
914,1.2516291673878228,2,5,38,6
915,0.7219280948873623,1,4,30,5
916,0.6500224216483541,1,5,37,6
917,0.7219280948873623,1,4,30,5
918,0.7219280948873623,1,4,30,5
919,1.1488348542809166,2,6,45,7
920,1.224394445405986,2,8,61,9
921,1.061278124459133,2,7,52,8
922,0.5916727785823275,1,6,44,7
923,0.6500224216483541,1,5,37,6
924,0.6500224216483541,1,5,37,6
925,0.6500224216483541,1,5,37,6
926,0.6500224216483541,1,5,37,6
927,0.6500224216483541,1,5,37,6
928,1.061278124459133,2,7,52,8
929,0.5916727785823275,1,6,44,7
930,0.6500224216483541,1,5,37,6
931,0.7219280948873623,1,4,30,5
932,1.6644977792004614,3,6,50,7
933,1.6577427265048887,3,8,65,9
934,1.5709505944546687,3,9,72,10
935,1.5709505944546687,3,9,72,10
936,1.6577427265048887,3,8,65,9
937,1.6171895725927152,3,10,81,11
938,1.573402452417767,3,12,97,13
939,1.6258145836939115,3,11,90,12
940,1.5744174271404583,3,13,106,14
941,1.2957378005380122,2,12,95,13
942,1.280672129520887,2,11,86,12
943,1.2406705316766884,2,10,77,11
944,1.1567796494470395,2,9,68,10
945,1.188721875540867,2,11,84,12
946,1.188721875540867,2,11,84,12
947,1.1981174211304033,2,13,100,14
948,1.2389012566026305,2,12,93,13
949,1.2389012566026305,2,12,93,13
950,1.2309595631140104,2,14,109,15
951,1.7263472243434204,4,16,135,17
952,1.7743974703476992,4,15,128,16
953,1.969389419529156,4,17,155,18
954,1.9199730940219752,4,19,171,20
955,1.9579393553211153,4,18,164,19
956,1.994299475957303,4,17,157,18
957,1.9015064025015063,4,16,141,17
958,1.9015064025015063,4,16,141,17
959,1.8452178053170998,4,18,157,19
960,1.9015064025015063,4,16,141,17
961,1.8024212838293647,4,15,130,16
962,1.8024212838293647,4,15,130,16
963,1.8702538164316223,4,13,114,14
964,1.8024212838293647,4,15,130,16
965,1.7448425317532439,4,17,146,18
966,1.7633584292311077,4,16,137,17
967,1.7743974703476992,4,15,128,16
968,1.8638263900908156,4,16,149,18
969,1.8638263900908156,4,16,149,18
970,1.2638091738835462,2,13,102,14
971,1.2389012566026305,2,12,93,13
972,1.532914563979398,3,13,113,15
973,1.5744174271404583,3,12,106,14
974,1.6143308351592656,3,11,99,13
975,1.6258145836939115,3,10,90,12
976,1.6258145836939115,3,10,90,12
977,1.5744174271404583,3,12,106,14
978,1.5306390622295665,3,14,122,16
979,1.5628066316931741,3,13,115,15
980,1.519728461579561,3,15,131,17
981,1.4832261969709113,3,17,147,19
982,1.2475562489182659,2,15,118,16
983,1.2475562489182659,2,15,118,16
984,1.4932133643654213,3,17,138,18
985,1.4932133643654213,3,17,138,18
986,1.4932133643654213,3,17,138,18
987,1.253297578463043,2,16,127,17
988,1.2363864108712894,2,18,143,19
989,1.221694907636328,2,20,159,21
990,1.221694907636328,2,20,159,21
991,1.2088301752949477,2,22,175,23
992,1.2197484934607568,2,21,168,22
993,1.2344977967946407,2,19,152,20
994,1.2363864108712894,2,18,143,19
995,1.2363864108712894,2,18,143,19
996,1.221694907636328,2,20,159,21
997,1.2344977967946407,2,19,152,20
998,1.2344977967946407,2,19,152,20
999,1.2197484934607568,2,21,168,22
1000,1.2069084251518167,2,23,184,24
1001,1.2088301752949477,2,22,175,23
1002,1.2197484934607568,2,21,168,22
1003,1.2069084251518167,2,23,184,24
1004,1.2088301752949477,2,22,175,23
1005,1.2197484934607568,2,21,168,22
1006,1.221694907636328,2,20,159,21
1007,1.2088301752949477,2,22,175,23
1008,1.2072100267448116,2,21,166,22
1009,1.2072100267448116,2,21,166,22
1010,1.2072100267448116,2,21,166,22
1011,1.2072100267448116,2,21,166,22
1012,1.2009102795095283,2,20,157,21
1013,1.2009102795095283,2,20,157,21
1014,1.2192407046368487,2,19,150,20
1015,1.2072100267448116,2,21,166,22
1016,1.2072100267448116,2,21,166,22
1017,1.603759374819711,4,23,192,24
1018,1.6096684774198882,4,22,183,23
1019,1.6107482339528836,4,21,174,22
1020,1.5805576533947314,4,23,190,24
1021,1.553043798072351,4,25,206,26
1022,1.5784545358221242,4,24,199,25
1023,1.5805576533947314,4,23,190,24
1024,1.553043798072351,4,25,206,26
1025,1.5784545358221242,4,24,199,25
1026,1.5784545358221242,4,24,199,25
1027,1.5784545358221242,4,24,199,25
1028,1.603759374819711,4,23,192,24
1029,1.603759374819711,4,23,192,24
1030,1.5725552071907911,4,25,208,26
1031,1.5943029514736247,4,24,201,25
1032,1.5637962376877474,4,26,217,27
1033,1.5725552071907911,4,25,208,26
1034,1.5637962376877474,4,25,218,27
1035,1.5725552071907911,4,24,209,26
1036,1.5725552071907911,4,24,209,26
1037,1.5446150394212923,4,26,225,28
1038,1.5637962376877474,4,25,218,27
1039,1.5365148255599745,4,27,234,29
1040,1.552881124040173,4,26,227,28
1041,1.52660108745383,4,28,243,30
1042,1.5365148255599745,4,27,234,29
1043,1.5119680758719727,4,29,250,31
1044,1.52660108745383,4,28,243,30
1045,1.5365148255599745,4,27,234,29
1046,1.5365148255599745,4,27,234,29
1047,1.552881124040173,4,26,227,28
1048,1.5682541681891073,4,25,220,27
1049,1.5403453857596965,4,27,236,29
1050,1.552881124040173,4,26,227,28
1051,1.52660108745383,4,28,243,30
1052,1.5403453857596965,4,27,236,29
1053,1.552881124040173,4,27,226,28
1054,1.552881124040173,4,27,226,28
1055,1.5822359560770862,4,25,210,26
1056,1.6152529693093274,4,23,194,24
1057,1.6152529693093274,4,23,194,24
1058,1.5822359560770862,4,25,210,26
1059,1.552881124040173,4,27,226,28
1060,1.6331761732195722,4,28,246,30
1061,1.646764914283156,4,27,237,29
1062,1.4814525526116016,3,26,222,28
1063,1.4814525526116016,3,26,222,28
1064,1.471379868518317,3,26,232,29
1065,1.3712323266408757,3,25,221,28
1066,1.3712323266408757,3,25,221,28
1067,1.3712323266408757,3,25,221,28
1068,1.3798776375527992,3,24,214,27
1069,1.3611297797951356,3,26,230,29
1070,1.3712323266408757,3,25,221,28
1071,1.3712323266408757,3,25,221,28
1072,1.3798776375527992,3,24,214,27
1073,1.3912435636292555,3,23,205,26
1074,1.4009242772281592,3,22,198,25
1075,1.4009242772281592,3,22,198,25
1076,1.4247346189316263,3,20,182,23
1077,1.4009242772281592,3,22,198,25
1078,1.413816850303634,3,21,189,24
1079,1.3912435636292555,3,23,205,26
1080,1.4009242772281592,3,22,198,25
1081,1.4009242772281592,3,22,198,25
1082,1.4009242772281592,3,22,198,25
1083,1.4009242772281592,3,22,198,25
1084,1.4247346189316263,3,20,182,23
1085,1.4247346189316263,3,20,182,23
1086,1.2344977967946407,2,18,153,20
1087,1.2448406699719212,2,17,146,19
1088,1.2516291673878228,2,16,137,18
1089,1.2516291673878228,2,16,137,18
1090,1.2639334294856335,2,15,130,17
1091,1.271782221599798,2,14,121,16
1092,1.271782221599798,2,14,121,16
1093,1.5032583347756456,3,15,141,18
1094,1.4689955935892813,3,17,157,20
1095,1.4832261969709113,3,16,148,19
1096,1.4932133643654213,3,15,139,18
1097,1.4932133643654213,3,15,139,18
1098,1.4969275461145894,3,14,130,17
1099,1.5306390622295665,3,13,123,16
1100,1.5628066316931741,3,12,116,15
1101,1.519728461579561,3,14,132,17
1102,1.4832261969709113,3,16,148,19
1103,1.4394969869215133,3,18,175,22
1104,1.413816850303634,3,20,191,24
1105,1.4247346189316263,3,19,182,23
1106,1.2192407046368487,2,17,153,20
1107,1.2363864108712894,2,16,146,19
1108,1.221694907636328,2,18,162,21
1109,1.2192407046368487,2,17,153,20
1110,1.2363864108712894,2,16,146,19
1111,1.2326602568158207,2,15,137,18
1112,1.2210477851797181,2,14,128,17
1113,1.198192411043098,2,13,119,16
1114,1.158938532350277,2,12,111,15
1115,1.158938532350277,2,12,111,15
1116,1.1981174211304033,2,11,104,14
1117,1.198192411043098,2,13,119,16
1118,1.198192411043098,2,13,119,16
1119,1.1941737342569119,2,15,135,18
1120,1.1941737342569119,2,15,135,18
1121,1.1674367232867007,2,16,142,19
1122,1.1411535278793057,2,17,149,20
1123,1.143320102127766,2,19,165,22
1124,1.143320102127766,2,19,165,22
1125,1.143320102127766,2,19,165,22
1126,1.1657840518150733,2,18,158,21
1127,1.1657840518150733,2,18,158,21
1128,1.1883763717345073,2,17,151,20
1129,1.181899057917561,2,19,167,22
1130,1.1752835873133534,2,21,183,24
1131,1.1687997226410385,2,23,199,26
1132,1.1829661954675212,2,22,192,25
1133,1.1829661954675212,2,22,192,25
1134,1.1749946599731707,2,24,208,27
1135,1.1867198445327565,2,23,201,26
1136,1.1829661954675212,2,22,192,25
1137,1.1964209471916636,2,21,185,24
1138,1.191603636543317,2,20,176,23
1139,1.191603636543317,2,20,176,23
1140,1.2072100267448116,2,19,169,22
1141,1.221694907636328,2,18,162,21
1142,1.2344977967946407,2,17,155,20
1143,1.2363864108712894,2,16,146,19
1144,1.2363864108712894,2,16,146,19
1145,1.2516291673878228,2,15,139,18
1146,1.2344977967946407,2,17,155,20
1147,1.2197484934607568,2,19,171,22
1148,1.413816850303634,3,20,191,24
1149,1.4247346189316263,3,19,184,23
1150,1.4009242772281592,3,21,200,25
1151,1.4009242772281592,3,21,200,25
1152,1.413816850303634,3,20,191,24
1153,1.4009242772281592,3,21,198,25
1154,1.4941800941150334,3,23,218,27
1155,1.3912435636292555,3,22,207,26
1156,1.3912435636292555,3,22,207,26
1157,1.3712323266408757,3,24,223,28
1158,1.3533593350214213,3,26,239,30
1159,1.337290066617014,3,28,255,32
1160,1.344314767066416,3,27,246,31
1161,1.3533593350214213,3,26,239,30
1162,1.3611297797951356,3,25,230,29
1163,1.3712323266408757,3,24,223,28
1164,1.3712323266408757,3,24,223,28
1165,1.3798776375527992,3,23,216,27
1166,1.3866141742624585,3,22,209,26
1167,1.4009242772281592,3,21,200,25
1168,1.413816850303634,3,20,191,24
1169,1.4247346189316263,3,19,184,23
1170,1.4329283087286118,3,18,177,22
1171,1.4519076150714063,3,17,168,21
1172,1.2516291673878228,2,15,139,18
1173,1.253297578463043,2,14,130,17
1174,1.2326602568158207,2,15,137,18
1175,1.2192407046368487,2,17,153,20
1176,1.2108100261060328,2,16,144,19
1177,1.1941737342569119,2,15,135,18
1178,1.4366664819166872,3,17,155,20
1179,1.4130884364257577,3,19,171,22
1180,1.2009102795095283,2,18,160,21
1181,1.2192407046368487,2,17,153,20
1182,1.2363864108712894,2,16,146,19
1183,1.2363864108712894,2,16,146,19
1184,1.2326602568158207,2,15,137,18
1185,1.2210477851797181,2,14,128,17
1186,1.2475562489182659,2,13,121,16
1187,1.272905595320056,2,12,114,15
1188,1.272905595320056,2,12,114,15
1189,1.2958363892911637,2,11,107,14
1190,1.272905595320056,2,12,114,15
1191,1.519728461579561,3,13,134,17
1192,1.5435644431995963,3,12,127,16
1193,1.5032583347756456,3,14,143,18
1194,1.5032583347756456,3,14,143,18
1195,1.4689955935892813,3,16,159,20
1196,1.4689955935892813,3,16,159,20
1197,1.4394969869215133,3,18,175,22
1198,1.4519076150714063,3,17,168,21
1199,1.4609640474436811,3,16,161,20
1200,1.2639334294856335,2,14,132,17
1201,1.2639334294856335,2,14,132,17
1202,1.2448406699719212,2,16,148,19
1203,1.2516291673878228,2,15,139,18
1204,1.4689955935892813,3,17,159,20
1205,1.2448406699719212,2,16,148,19
1206,1.2516291673878228,2,15,139,18
1207,1.253297578463043,2,14,130,17
1208,1.4832261969709113,3,16,150,19
1209,1.5032583347756456,3,15,143,18
1210,1.519728461579561,3,14,136,17
1211,1.4832261969709113,3,16,152,19
1212,1.4519076150714063,3,18,168,21
1213,1.4519076150714063,3,18,168,21
1214,1.4247346189316263,3,20,184,23
1215,1.4009242772281592,3,22,200,25
1216,1.4814525526116016,3,25,228,28
1217,1.5195563653739033,3,23,201,25
1218,1.531919635975994,3,23,191,24
1219,1.531919635975994,3,23,191,24
1220,1.5617677112802775,3,21,175,22
1221,1.5617677112802775,3,21,175,22
1222,1.5617677112802775,3,21,175,22
1223,1.531919635975994,3,23,191,24
1224,1.5053128791540096,3,25,207,26
1225,1.5647125106479178,3,26,227,28
1226,1.5760658237994827,3,25,218,27
1227,1.5053128791540096,3,24,206,26
1228,1.4814525526116016,3,26,222,28
1229,1.4814525526116016,3,26,222,28
1230,1.4941800941150334,3,25,215,27
1231,1.4941800941150334,3,25,215,27
1232,1.471379868518317,3,27,231,29
1233,1.4941800941150334,3,25,215,27
1234,1.5195563653739033,3,23,199,25
1235,1.531919635975994,3,22,190,24
1236,1.5479723083288717,3,21,183,23
1237,1.5479723083288717,3,21,183,23
1238,1.5479723083288717,3,21,183,23
1239,1.60273953953283,3,22,204,25
1240,1.5760658237994827,3,24,220,27
1241,1.5479723083288717,3,21,183,23
1242,1.4394969869215133,3,20,172,22
1243,1.4519076150714063,3,19,163,21
1244,1.2326602568158207,2,17,134,18
1245,1.253297578463043,2,16,127,17
1246,1.271782221599798,2,15,120,16
1247,1.2958363892911637,2,13,104,14
1248,1.2958363892911637,2,13,104,14
1249,1.2957378005380122,2,12,95,13
1250,1.272905595320056,2,14,111,15
1251,1.519728461579561,3,15,131,17
1252,1.5435644431995963,3,14,124,16
1253,1.5628066316931741,3,13,115,15
1254,1.5628066316931741,3,13,115,15
1255,1.5744174271404583,3,12,106,14
1256,1.6143308351592656,3,11,99,13
1257,1.650022421648354,3,10,92,12
1258,1.650022421648354,3,10,92,12
1259,1.6767370300521325,3,9,83,11
1260,1.7219280948873623,3,8,76,10
1261,1.7219280948873623,3,8,76,10
1262,1.650022421648354,3,10,92,12
1263,1.5916727785823275,3,12,108,14
1264,1.3221793455166666,2,10,79,11
1265,1.2957378005380122,2,12,95,13
1266,1.280672129520887,2,11,86,12
1267,1.2638091738835462,2,13,102,14
1268,1.2475562489182659,2,15,118,16
1269,1.2326602568158207,2,17,134,18
1270,1.2210477851797181,2,16,125,17
1271,1.2475562489182659,2,15,118,16
1272,1.4932133643654213,3,17,138,18
1273,1.253297578463043,2,16,127,17
1274,1.2363864108712894,2,18,143,19
1275,1.2363864108712894,2,18,143,19
1276,1.2516291673878228,2,17,136,18
1277,1.2516291673878228,2,17,136,18
1278,1.271782221599798,2,15,120,16
1279,1.272905595320056,2,14,111,15
1280,1.253297578463043,2,16,127,17
1281,1.2363864108712894,2,18,143,19
1282,1.221694907636328,2,20,159,21
1283,1.221694907636328,2,20,159,21
1284,1.2088301752949477,2,22,175,23
1285,1.2072100267448116,2,21,166,22
1286,1.2009102795095283,2,20,157,21
1287,1.2009102795095283,2,20,157,21
1288,1.2009102795095283,2,20,157,21
1289,1.1883763717345073,2,19,148,20
1290,1.1883763717345073,2,19,148,20
1291,1.181899057917561,2,21,164,22
1292,1.1657840518150733,2,20,155,21
1293,1.1883763717345073,2,19,148,20
1294,1.2108100261060328,2,18,141,19
1295,1.1941737342569119,2,17,132,18
1296,1.2210477851797181,2,16,125,17
1297,1.198192411043098,2,15,116,16
1298,1.2309595631140104,2,14,109,15
1299,1.1981174211304033,2,13,100,14
1300,1.1981174211304033,2,13,100,14
1301,1.4913146570363986,3,14,120,16
1302,1.4716022614097979,3,13,111,15
1303,1.5216406363433184,3,12,104,14
1304,1.4885252948977485,3,11,95,13
1305,1.4182958340544896,3,10,87,12
1306,1.4182958340544896,3,10,87,12
1307,1.610577243331642,3,12,107,14
1308,1.4885252948977485,3,11,95,13
1309,1.4716022614097979,3,13,111,15
1310,1.4885252948977485,3,11,95,13
1311,1.4885252948977485,3,11,95,13
1312,1.5510981710072647,3,10,88,12
1313,1.4911148500551854,3,9,80,11
1314,1.4911148500551854,3,9,80,11
1315,1.4911148500551854,3,9,80,11
1316,1.4885252948977485,3,11,95,13
1317,1.5510981710072647,3,10,88,12
1318,0.9864267287308424,2,8,59,9
1319,0.5435644431995964,1,7,51,8
