Step,Entropy,Max Depth, Assembly, Omega, Order
268,0.6500224216483541,1,5,37,6
269,0.6500224216483541,1,5,37,6
270,0.7219280948873623,1,4,30,5
271,0.7219280948873623,1,4,30,5
272,0.7219280948873623,1,4,30,5
273,0.7219280948873623,1,4,30,5
274,0.8112781244591328,1,3,23,4
275,0.8112781244591328,1,3,23,4
276,1.2516291673878228,2,5,38,6
277,1.75,3,7,58,8
278,1.3787834934861753,2,6,47,7
279,1.2987949406953985,2,7,54,8
280,1.3787834934861753,2,6,47,7
281,1.2516291673878228,2,5,38,6
282,1.3709505944546687,2,4,31,5
283,1.3787834934861753,2,6,47,7
284,1.3516441151533924,2,8,63,9
285,1.3221793455166666,2,10,79,11
286,1.6143308351592656,3,12,99,13
287,1.6767370300521325,3,10,83,11
288,1.7527152789797045,3,8,67,9
289,1.6767370300521325,3,10,83,11
290,1.7527152789797045,3,8,67,9
291,1.8423709931771084,3,6,51,7
292,1.8423709931771084,3,6,51,7
293,1.4591479170272446,2,5,40,6
294,1.4056390622295665,2,7,56,8
295,1.4056390622295665,2,7,56,8
296,1.360964047443681,2,9,72,10
297,1.9508257945180885,4,11,98,12
298,1.8702538164316223,4,13,114,14
299,1.8024212838293647,4,15,130,16
300,1.5628066316931741,3,14,115,15
301,1.519728461579561,3,16,131,17
302,1.4832261969709113,3,18,147,19
303,1.2516291673878228,2,17,136,18
304,1.253297578463043,2,16,127,17
305,1.4832261969709113,3,18,147,19
306,1.4519076150714063,3,20,163,21
307,1.7518834359763853,4,22,189,23
308,1.712935039619369,4,24,205,25
309,1.7518834359763853,4,22,189,23
310,1.712935039619369,4,24,205,25
311,1.7518834359763853,4,22,189,23
312,1.7518834359763853,4,22,189,23
313,1.7518834359763853,4,22,189,23
314,1.7518834359763853,4,22,189,23
315,1.7956828983511028,4,20,173,21
316,1.6954618442383218,4,19,162,20
317,1.7448425317532439,4,17,146,18
318,1.8024212838293647,4,15,130,16
319,1.8702538164316223,4,13,114,14
320,1.8024212838293647,4,15,130,16
321,1.822815600352516,4,14,121,15
322,1.7633584292311077,4,16,137,17
323,1.7633584292311077,4,16,137,17
324,1.7633584292311077,4,16,137,17
325,1.8024212838293647,4,15,130,16
326,1.8702538164316223,4,13,114,14
327,1.9508257945180885,4,11,98,12
328,1.8702538164316223,4,13,114,14
329,1.6143308351592656,3,12,99,13
330,1.5628066316931741,3,14,115,15
331,1.6143308351592656,3,12,99,13
332,1.7055872616982601,3,13,119,15
333,1.760495029766198,3,11,103,13
334,1.650022421648354,3,10,92,12
335,1.6767370300521325,3,9,83,11
336,1.6767370300521325,3,9,83,11
337,1.6767370300521325,3,9,83,11
338,1.7219280948873623,3,8,76,10
339,1.7527152789797045,3,7,67,9
340,1.823067982273661,3,8,89,11
341,1.8464393446710154,3,7,82,10
342,1.9182958340544893,3,4,45,6
343,0.9182958340544896,1,2,16,3
344,1.9219280948873623,3,4,36,5
345,1.9219280948873623,3,4,36,5
346,1.7924812503605778,3,5,43,6
347,1.9219280948873623,3,4,36,5
348,1.9219280948873623,3,4,36,5
349,1.8423709931771084,3,6,51,7
350,1.4591479170272446,2,5,40,6
351,1.5,2,3,24,4
352,1.5,2,3,24,4
353,1.5,2,3,24,4
354,1.5,2,3,24,4
355,1.5,2,3,24,4
356,1.4591479170272446,2,5,40,6
357,1.3787834934861753,2,6,47,7
358,1.3516441151533924,2,8,63,9
359,1.3221793455166666,2,10,79,11
360,1.3221793455166666,2,10,79,11
361,1.3516441151533924,2,8,63,9
362,1.3221793455166666,2,10,79,11
363,1.295461844238322,2,9,70,10
364,1.224394445405986,2,8,61,9
365,1.2987949406953985,2,7,54,8
366,1.295461844238322,2,9,70,10
367,1.295461844238322,2,9,70,10
368,1.224394445405986,2,8,61,9
369,1.6171895725927152,3,10,81,11
370,1.6854752972273344,3,9,74,10
371,1.7527152789797045,3,8,67,9
372,1.6767370300521325,3,10,83,11
373,1.6767370300521325,3,10,83,11
374,1.650022421648354,3,10,93,12
375,1.6767370300521325,3,10,83,11
376,1.360964047443681,2,9,72,10
377,1.9508257945180885,4,11,98,12
378,1.971747257128181,4,10,89,11
379,1.9609640474436814,4,9,80,10
380,1.8799649487271108,4,8,72,9
381,1.5487949406953985,3,7,57,8
382,1.1488348542809166,2,6,45,7
383,1.224394445405986,2,8,61,9
384,1.061278124459133,2,7,52,8
385,1.1488348542809166,2,6,45,7
386,0.6500224216483541,1,5,37,6
387,1.061278124459133,2,7,52,8
388,0.5916727785823275,1,6,44,7
389,0.5916727785823275,1,6,44,7
390,0.5916727785823275,1,6,44,7
391,1.4466166676282082,3,8,64,9
392,1.4911148500551854,3,10,79,11
393,1.5709505944546687,3,9,72,10
394,1.224394445405986,2,8,61,9
395,1.2406705316766884,2,10,77,11
396,1.295461844238322,2,9,70,10
397,1.224394445405986,2,8,61,9
398,1.2406705316766884,2,10,77,11
399,1.295461844238322,2,9,70,10
400,1.3516441151533924,2,8,63,9
401,1.971747257128181,4,10,89,11
402,1.6854752972273344,3,9,74,10
403,1.7527152789797045,3,8,67,9
404,1.8423709931771084,3,6,51,7
405,1.8423709931771084,3,6,51,7
406,1.8423709931771084,3,6,51,7
407,1.8423709931771084,3,6,51,7
408,1.4591479170272446,2,5,40,6
409,1.3709505944546687,2,4,31,5
410,1.3787834934861753,2,6,47,7
411,1.4591479170272446,2,5,40,6
412,1.3709505944546687,2,4,31,5
413,1.5,2,3,24,4
414,0.9182958340544896,1,2,16,3
415,1,1,2,9,2
416,0.9182958340544896,1,2,16,3
417,0.9182958340544896,1,2,16,3
418,0.9182958340544896,1,2,16,3
419,0.9182958340544896,1,2,16,3
420,0.9182958340544896,1,2,16,3
421,1.3709505944546687,2,4,31,5
422,1.3787834934861753,2,6,47,7
423,1.4591479170272446,2,5,40,6
424,1.5,2,3,24,4
425,1.5,2,3,24,4
426,1.9182958340544893,3,5,45,6
427,1.9182958340544893,3,5,45,6
428,1.9182958340544893,3,5,45,6
429,1.5219280948873621,2,3,34,5
430,1.5,2,3,24,4
431,1.3709505944546687,2,4,31,5
432,1.3787834934861753,2,6,47,7
433,1.4591479170272446,2,5,40,6
434,1.5,2,3,24,4
435,1.9182958340544893,3,5,45,6
436,1.9182958340544893,3,5,45,6
437,1.9182958340544893,3,5,45,6
438,1.9182958340544893,3,5,45,6
439,1.9182958340544893,3,5,45,6
440,1.9182958340544893,3,5,45,6
441,1.9182958340544893,3,5,45,6
442,1.5219280948873621,2,3,34,5
443,1.584962500721156,2,3,18,3
444,1.5219280948873621,2,3,34,5
445,1.5,2,3,24,4
446,1.5219280948873621,2,3,35,5
447,1.4488156357251847,2,5,50,7
448,1.4591479170272446,2,5,40,6
449,1.3709505944546687,2,4,31,5
450,1.3787834934861753,2,6,47,7
451,1.2516291673878228,2,5,38,6
452,1.3709505944546687,2,4,31,5
453,1.2516291673878228,2,5,38,6
454,1.3709505944546687,2,4,31,5
455,1.5,2,3,24,4
456,1.5,2,3,24,4
457,1.5,2,3,24,4
458,1.5,2,3,24,4
459,1.4591479170272446,2,5,40,6
460,1.811278124459133,3,6,60,8
461,1.8423709931771084,3,5,52,7
462,1.9182958340544893,3,4,45,6
463,1.9182958340544893,3,4,45,6
464,1.9182958340544893,3,4,45,6
465,1.811278124459133,3,6,60,8
466,1.811278124459133,3,6,60,8
467,1.3709505944546687,2,4,31,5
468,1.8423709931771084,3,6,51,7
469,1.8423709931771084,3,6,51,7
470,1.7527152789797045,3,8,67,9
471,1.7527152789797045,3,8,67,9
472,1.4056390622295665,2,7,56,8
473,1.4591479170272446,2,5,40,6
474,1.811278124459133,3,7,61,8
475,1.8423709931771084,3,6,51,7
476,1.8423709931771084,3,6,51,7
477,1.7527152789797045,3,8,67,9
478,1.6767370300521325,3,10,83,11
479,1.360964047443681,2,9,72,10
480,1.9508257945180885,4,11,98,12
481,2.0464393446710156,4,9,82,10
482,1.9508257945180885,4,11,98,12
483,1.971747257128181,4,10,89,11
484,2.0464393446710156,4,9,82,10
485,2.0464393446710156,4,9,82,10
486,2.1556390622295662,4,7,66,8
487,2.1556390622295662,4,7,66,8
488,2.1280852788913944,4,6,58,7
489,2.1280852788913944,4,6,58,7
490,2.058813890331201,4,8,73,9
491,2.1556390622295662,4,7,66,8
492,1.8423709931771084,3,6,51,7
493,2.197159723424149,4,7,78,9
494,2.197159723424149,4,7,78,9
495,1.811278124459133,3,6,60,8
496,1.811278124459133,3,6,60,8
497,1.3709505944546687,2,4,31,5
498,1.5,2,3,24,4
499,1.5,2,3,24,4
500,0.9182958340544896,1,2,16,3
501,1,1,2,9,2
502,1,1,2,9,2
503,1.5,2,3,24,4
504,1.4591479170272446,2,5,40,6
505,1.3709505944546687,2,4,31,5
506,1.3709505944546687,2,4,31,5
507,1.5,2,3,24,4
508,0.9182958340544896,1,2,16,3
509,1,1,2,9,2
510,1.5,2,3,24,4
511,1.5,2,3,24,4
512,1.4591479170272446,2,5,40,6
513,1.4056390622295665,2,7,56,8
514,1.3787834934861753,2,6,47,7
515,1.2516291673878228,2,5,38,6
516,0.7219280948873623,1,4,30,5
517,1.6644977792004614,3,6,50,7
518,1.2516291673878228,2,5,38,6
519,1.2516291673878228,2,5,38,6
520,0.7219280948873623,1,4,30,5
521,0.7219280948873623,1,4,30,5
522,0.8112781244591328,1,3,23,4
523,0.8112781244591328,1,3,23,4
524,0.9182958340544896,1,2,16,3
525,0.9182958340544896,1,2,16,3
526,1,1,2,9,2
527,0.9182958340544896,1,2,16,3
528,1,1,2,9,2
529,1.5,2,3,24,4
530,1.5,2,3,24,4
531,1.4591479170272446,2,5,40,6
532,1.5,2,3,24,4
533,1.5,2,3,24,4
534,0.9182958340544896,1,2,16,3
535,1,1,2,9,2
536,1,1,2,9,2
537,1,1,2,9,2
538,0.9182958340544896,1,2,16,3
539,0.9182958340544896,1,2,16,3
540,0.9182958340544896,1,2,16,3
541,0.9182958340544896,1,2,16,3
542,0.9182958340544896,1,2,16,3
543,1.3709505944546687,2,4,31,5
544,1.3787834934861753,2,6,47,7
545,1.2516291673878228,2,5,38,6
546,1.2987949406953985,2,7,54,8
547,1.2987949406953985,2,7,54,8
548,1.1488348542809166,2,6,45,7
549,1.061278124459133,2,7,52,8
550,0.5916727785823275,1,6,44,7
551,0.9864267287308424,2,8,59,9
552,1.061278124459133,2,7,52,8
553,0.5916727785823275,1,6,44,7
554,0.5435644431995964,1,7,51,8
555,1.3567796494470397,3,9,71,10
556,1.4182958340544896,3,11,86,12
557,1.0957952550009336,2,10,75,11
558,0.9219280948873623,2,9,66,10
559,0.5032583347756457,1,8,58,9
560,0.4689955935892812,1,9,65,10
561,0.8166890883150209,2,11,80,12
562,0.4394969869215134,1,10,72,11
563,0.4689955935892812,1,9,65,10
564,0.5032583347756457,1,8,58,9
565,0.5435644431995964,1,7,51,8
566,0.5435644431995964,1,7,51,8
567,0.5916727785823275,1,6,44,7
568,0.9864267287308424,2,8,59,9
569,0.9864267287308424,2,8,59,9
570,1.061278124459133,2,7,52,8
571,1.1488348542809166,2,6,45,7
572,0.6500224216483541,1,5,37,6
573,0.5916727785823275,1,6,44,7
574,0.5435644431995964,1,7,51,8
575,0.9219280948873623,2,9,66,10
576,0.9864267287308424,2,8,59,9
577,1.0957952550009336,2,10,75,11
578,1.1567796494470395,2,9,68,10
579,0.9864267287308424,2,8,59,9
580,0.9219280948873623,2,9,66,10
581,1.0408520829727552,2,11,82,12
582,1.0957952550009336,2,10,75,11
583,1.1401156785146092,2,12,91,13
584,1.0949143184120975,2,13,98,14
585,0.9912642605354287,2,12,89,13
586,0.9912642605354287,2,12,89,13
587,1.0408520829727552,2,11,82,12
588,1.0408520829727552,2,11,82,12
589,1.0949143184120975,2,13,98,14
590,0.9912642605354287,2,12,89,13
591,0.9463729359854419,2,13,96,14
592,0.9912642605354287,2,12,89,13
593,1.0408520829727552,2,11,82,12
594,0.8658566174572235,2,10,73,11
595,0.8658566174572235,2,10,73,11
596,0.9219280948873623,2,9,66,10
597,0.9864267287308424,2,8,59,9
598,0.5435644431995964,1,7,51,8
599,0.5435644431995964,1,7,51,8
600,0.5916727785823275,1,6,44,7
601,0.6500224216483541,1,5,37,6
602,1.061278124459133,2,7,52,8
603,1.061278124459133,2,7,52,8
604,1.1488348542809166,2,6,45,7
605,1.1488348542809166,2,6,45,7
606,1.1488348542809166,2,6,45,7
607,1.1488348542809166,2,6,45,7
608,1.224394445405986,2,8,61,9
609,1.6171895725927152,3,10,81,11
610,1.573402452417767,3,12,97,13
611,1.6258145836939115,3,11,90,12
612,1.6894822670191825,3,14,118,15
613,1.6894822670191825,3,14,118,15
614,1.6894822670191825,3,14,118,15
615,1.7273966735744795,3,13,111,14
616,1.6143308351592656,3,12,99,13
617,1.5628066316931741,3,14,115,15
618,1.5628066316931741,3,14,115,15
619,1.6143308351592656,3,12,99,13
620,1.6258145836939115,3,11,90,12
621,1.6767370300521325,3,10,83,11
622,1.6767370300521325,3,10,83,11
623,1.360964047443681,2,9,72,10
624,1.4056390622295665,2,7,56,8
625,1.4591479170272446,2,5,40,6
626,1.4591479170272446,2,5,40,6
627,1.3709505944546687,2,4,31,5
628,0.8112781244591328,1,3,23,4
629,0.8112781244591328,1,3,23,4
630,0.9182958340544896,1,2,16,3
631,0.9182958340544896,1,2,16,3
632,0.9182958340544896,1,2,16,3
633,0.9182958340544896,1,2,16,3
634,1.9219280948873623,3,4,36,5
635,1.5,2,3,24,4
636,1.5,2,3,24,4
637,1.5,2,3,24,4
638,1.5,2,3,24,4
639,1.5,2,3,24,4
640,1.4591479170272446,2,5,40,6
641,1.4591479170272446,2,5,40,6
642,1.811278124459133,3,7,61,8
643,1.811278124459133,3,7,61,8
644,1.8423709931771084,3,6,51,7
645,1.8423709931771084,3,6,51,7
646,1.4591479170272446,2,5,40,6
647,1.4056390622295665,2,7,56,8
648,1.3787834934861753,2,6,47,7
649,1.2516291673878228,2,5,38,6
650,1.2987949406953985,2,7,54,8
651,1.2987949406953985,2,7,54,8
652,1.1488348542809166,2,6,45,7
653,0.6500224216483541,1,5,37,6
654,0.7219280948873623,1,4,30,5
655,0.7219280948873623,1,4,30,5
656,0.7219280948873623,1,4,30,5
657,0.8112781244591328,1,3,23,4
658,1.2516291673878228,2,5,38,6
659,1.2987949406953985,2,7,54,8
660,1.2987949406953985,2,7,54,8
661,1.3787834934861753,2,6,47,7
662,1.2516291673878228,2,5,38,6
663,1.2516291673878228,2,5,38,6
664,0.7219280948873623,1,4,30,5
665,0.7219280948873623,1,4,30,5
666,0.7219280948873623,1,4,30,5
667,1.1488348542809166,2,6,45,7
668,1.2516291673878228,2,5,38,6
669,0.7219280948873623,1,4,30,5
670,0.7219280948873623,1,4,30,5
671,0.7219280948873623,1,4,30,5
672,1.6644977792004614,3,6,50,7
673,1.7924812503605778,3,5,43,6
674,1.9219280948873623,3,4,36,5
675,1.5,2,3,24,4
676,1.5,2,3,24,4
677,1.4591479170272446,2,5,40,6
678,1.4591479170272446,2,5,40,6
679,1.3709505944546687,2,4,31,5
680,1.3709505944546687,2,4,31,5
681,1.3787834934861753,2,6,47,7
682,1.2516291673878228,2,5,38,6
683,1.2987949406953985,2,7,54,8
684,1.295461844238322,2,9,70,10
685,1.224394445405986,2,8,61,9
686,1.2406705316766884,2,10,77,11
687,1.2389012566026305,2,12,93,13
688,1.2389012566026305,2,12,93,13
689,1.2309595631140104,2,14,109,15
690,1.2638091738835462,2,13,102,14
691,1.2389012566026305,2,12,93,13
692,1.280672129520887,2,11,86,12
693,1.2406705316766884,2,10,77,11
694,1.2406705316766884,2,10,77,11
695,1.295461844238322,2,9,70,10
696,1.3516441151533924,2,8,63,9
697,1.2987949406953985,2,7,54,8
698,1.295461844238322,2,9,70,10
699,1.295461844238322,2,9,70,10
700,1.3516441151533924,2,8,63,9
701,1.2987949406953985,2,7,54,8
702,1.3787834934861753,2,6,47,7
703,1.2516291673878228,2,5,38,6
704,1.2987949406953985,2,7,54,8
705,1.2987949406953985,2,7,54,8
706,1.1488348542809166,2,6,45,7
707,1.1488348542809166,2,6,45,7
708,1.2516291673878228,2,5,38,6
709,1.2987949406953985,2,7,54,8
710,1.295461844238322,2,9,70,10
711,1.295461844238322,2,9,70,10
712,1.3516441151533924,2,8,63,9
713,1.4056390622295665,2,7,56,8
714,1.3787834934861753,2,6,47,7
715,1.2516291673878228,2,5,38,6
716,1.2516291673878228,2,5,38,6
717,1.3709505944546687,2,4,31,5
718,1.8423709931771084,3,6,51,7
719,1.8423709931771084,3,6,51,7
720,1.7527152789797045,3,8,67,9
721,1.7527152789797045,3,8,67,9
722,1.4056390622295665,2,7,56,8
723,1.3516441151533924,2,8,63,9
724,1.3787834934861753,2,6,47,7
725,1.2987949406953985,2,7,54,8
726,1.2987949406953985,2,7,54,8
727,1.1488348542809166,2,6,45,7
728,1.1488348542809166,2,6,45,7
729,1.2516291673878228,2,5,38,6
730,1.2516291673878228,2,5,38,6
731,1.2516291673878228,2,5,38,6
732,1.2987949406953985,2,7,54,8
733,1.3787834934861753,2,6,47,7
734,1.4591479170272446,2,5,40,6
735,1.4591479170272446,2,5,40,6
736,1.4591479170272446,2,5,40,6
737,1.4591479170272446,2,5,40,6
738,1.3709505944546687,2,4,31,5
739,1.2516291673878228,2,5,38,6
740,1.2987949406953985,2,7,54,8
741,1.2987949406953985,2,7,54,8
742,1.6854752972273344,3,8,74,10
743,1.1488348542809166,2,6,45,7
744,1.2516291673878228,2,5,38,6
745,1.1488348542809166,2,6,45,7
746,0.6500224216483541,1,5,37,6
747,0.5916727785823275,1,6,44,7
748,0.6500224216483541,1,5,37,6
749,1.5487949406953985,3,7,57,8
750,1.1488348542809166,2,6,45,7
751,1.061278124459133,2,7,52,8
752,1.1567796494470395,2,9,68,10
753,1.188721875540867,2,11,84,12
754,1.0957952550009336,2,10,75,11
755,0.9219280948873623,2,9,66,10
756,0.9864267287308424,2,8,59,9
