Step,Entropy,Max Depth
272,1.7527152789797045,3
273,1.7841591278514217,3
274,1.809200032697812,3
275,1.809200032697812,3
276,1.760495029766198,3
277,1.7055872616982601,3
278,1.7273966735744795,3
279,1.760495029766198,3
280,1.3516441151533924,2
281,1.3516441151533924,2
282,1.4056390622295665,2
283,1.360964047443681,2
284,1.4056390622295665,2
285,1.3787834934861753,2
286,1.2516291673878228,2
287,0.7219280948873623,1
288,0.7219280948873623,1
289,1.1488348542809166,2
290,1.2516291673878228,2
291,0.7219280948873623,1
292,0.7219280948873623,1
293,0.7219280948873623,1
294,1.6644977792004614,3
295,1.6577427265048887,3
296,1.5709505944546687,3
297,1.224394445405986,2
298,1.2406705316766884,2
299,1.295461844238322,2
300,1.224394445405986,2
301,1.2987949406953985,2
302,1.1488348542809166,2
303,1.224394445405986,2
304,1.2406705316766884,2
305,1.8230264907128848,4
306,1.8230264907128848,4
307,1.896240625180289,4
308,1.971747257128181,4
309,2.038159681645953,4
310,2.054585169337799,4
311,2.1180782093497093,4
312,2.1180782093497093,4
313,2.1709505944546685,4
314,2.1280852788913944,4
315,2.1280852788913944,4
316,2.058813890331201,4
317,2.1556390622295662,4
318,2.058813890331201,4
319,1.75,3
320,1.3787834934861753,2
321,1.4591479170272446,2
322,1.811278124459133,3
323,1.811278124459133,3
324,1.3709505944546687,2
325,1.3787834934861753,2
326,1.4591479170272446,2
327,1.3787834934861753,2
328,1.3787834934861753,2
329,1.4591479170272446,2
330,1.4591479170272446,2
331,1.4056390622295665,2
332,1.3787834934861753,2
333,1.4591479170272446,2
334,1.4591479170272446,2
335,1.4056390622295665,2
336,1.4591479170272446,2
337,1.3709505944546687,2
338,0.8112781244591328,1
339,0.8112781244591328,1
340,0.9182958340544896,1
341,0.9182958340544896,1
342,0.9182958340544896,1
343,1.3709505944546687,2
344,0.8112781244591328,1
345,1.2516291673878228,2
346,0.7219280948873623,1
347,0.7219280948873623,1
348,0.7219280948873623,1
349,0.7219280948873623,1
350,0.7219280948873623,1
351,0.6500224216483541,1
352,0.6500224216483541,1
353,0.6500224216483541,1
354,1.061278124459133,2
355,1.061278124459133,2
356,0.5916727785823275,1
357,0.9864267287308424,2
358,0.9864267287308424,2
359,1.0957952550009336,2
360,1.1567796494470395,2
361,1.224394445405986,2
362,1.2987949406953985,2
363,1.1488348542809166,2
364,1.2516291673878228,2
365,1.75,3
366,0.7219280948873623,1
367,1.1488348542809166,2
368,1.224394445405986,2
369,1.2987949406953985,2
370,1.2987949406953985,2
371,1.3787834934861753,2
372,1.4591479170272446,2
373,1.5,2
374,1.4591479170272446,2
375,1.5,2
376,0.9182958340544896,1
377,1,1
378,1,1
379,1,1
380,1,1
381,1,1
382,1,1
383,1,1
384,2,3
385,1.9182958340544893,3
386,1.811278124459133,3
387,1.9182958340544893,3
388,1.811278124459133,3
389,1.9182958340544893,3
390,1.5219280948873621,2
391,1.4488156357251847,2
392,1.5219280948873621,2
393,1.5219280948873621,2
394,1.584962500721156,2
395,1.584962500721156,2
396,1.584962500721156,2
397,1,1
398,1,1
399,1,1
400,1,1
401,1,1
402,1,1
403,1,1
404,1,1
405,1,1
406,1,1
407,1,1
408,1,1
409,1,1
410,1,1
411,1,1
412,1,1
413,1.5,2
414,1.4591479170272446,2
415,1.5,2
416,1.5,2
417,0.9182958340544896,1
418,0.9182958340544896,1
419,1,1
420,1,1
421,1,1
422,1,1
423,1,1
424,1.5,2
425,1.5,2
426,0.9182958340544896,1
427,1,1
428,2,3
429,2,3
430,1.9502120649147465,3
431,1.9182958340544893,3
432,1.9182958340544893,3
433,1.9182958340544893,3
434,1.9182958340544893,3
435,1.9182958340544893,3
436,1.811278124459133,3
437,1.811278124459133,3
438,1.811278124459133,3
439,1.7219280948873623,3
440,1.650022421648354,3
441,1.7273966735744795,3
442,1.7841591278514217,3
443,2.0670314951575843,4
444,2.0670314951575843,4
445,2.0670314951575843,4
446,2.007856063692049,4
447,1.781937063546704,3
448,1.781937063546704,3
449,1.781937063546704,3
450,1.7394541964918901,3
451,1.7394541964918901,3
452,1.7002237262558646,3
453,1.6578764348499595,3
454,1.5916727785823275,3
455,1.650022421648354,3
456,1.3485878960124222,2
457,1.914341183612352,4
458,1.8389205950315937,4
459,1.8702538164316223,4
460,1.8702538164316223,4
461,1.6143308351592656,3
462,1.7055872616982601,3
463,1.5916727785823275,3
464,1.650022421648354,3
465,1.5916727785823275,3
466,1.650022421648354,3
467,1.5916727785823275,3
468,1.5916727785823275,3
469,1.6774212838293647,3
470,1.6143308351592656,3
471,1.6143308351592656,3
472,1.6143308351592656,3
473,1.650022421648354,3
474,1.5916727785823275,3
475,1.3221793455166666,2
476,1.360964047443681,2
477,1.3250112108241772,2
478,1.3221793455166666,2
479,1.2957378005380122,2
480,1.272905595320056,2
481,1.253297578463043,2
482,1.271782221599798,2
483,1.272905595320056,2
484,1.253297578463043,2
485,1.2363864108712894,2
486,1.221694907636328,2
487,1.221694907636328,2
488,1.2344977967946407,2
489,1.2516291673878228,2
490,1.253297578463043,2
491,1.271782221599798,2
492,1.2958363892911637,2
493,1.271782221599798,2
494,1.2516291673878228,2
495,1.2516291673878228,2
496,1.271782221599798,2
497,1.2516291673878228,2
498,1.271782221599798,2
499,1.2516291673878228,2
500,1.2516291673878228,2
501,1.2344977967946407,2
502,1.2363864108712894,2
503,1.2363864108712894,2
504,1.2363864108712894,2
505,1.221694907636328,2
506,1.2192407046368487,2
507,1.2363864108712894,2
508,1.221694907636328,2
509,1.2192407046368487,2
510,1.2363864108712894,2
511,1.2326602568158207,2
512,1.253297578463043,2
513,1.253297578463043,2
514,1.253297578463043,2
515,1.2363864108712894,2
516,1.2326602568158207,2
517,1.2210477851797181,2
518,1.1941737342569119,2
519,1.1660870601063933,2
520,1.198192411043098,2
521,1.4627552262645036,3
522,1.2210477851797181,2
523,1.198192411043098,2
524,1.158938532350277,2
525,1.0949143184120975,2
526,0.9912642605354287,2
527,1.0529815751302694,2
528,1.0949143184120975,2
529,1.121640762186858,2
530,1.158938532350277,2
531,1.1981174211304033,2
532,1.1401156785146092,2
533,1.188721875540867,2
534,1.1981174211304033,2
535,1.2389012566026305,2
536,1.532914563979398,3
537,1.6457113704075783,3
538,1.6068322783181097,3
539,1.6068322783181097,3
540,1.5723516633085879,3
541,1.5416892248400091,3
542,1.5143029514736246,3
543,1.531919635975994,3
544,1.5143029514736246,3
545,1.4897221636136735,3
546,1.3866141742624585,3
547,1.4009242772281592,3
548,1.4083445441575104,3
549,1.4083445441575104,3
550,1.4247346189316263,3
551,1.2197484934607568,2
552,1.2344977967946407,2
553,1.2516291673878228,2
554,1.253297578463043,2
555,1.2475562489182659,2
556,1.4932133643654213,3
557,1.519728461579561,3
558,1.5306390622295665,3
559,1.532914563979398,3
560,1.4913146570363986,3
561,1.532914563979398,3
562,1.6457113704075783,3
563,1.5306390622295665,3
564,1.5306390622295665,3
565,1.532914563979398,3
566,1.532914563979398,3
567,1.5744174271404583,3
568,1.6143308351592656,3
569,1.650022421648354,3
570,1.5916727785823275,3
571,1.6143308351592656,3
572,1.6258145836939115,3
573,1.224394445405986,2
574,1.2406705316766884,2
575,1.1567796494470395,2
576,1.188721875540867,2
577,1.5216406363433184,3
578,1.5216406363433184,3
579,1.2389012566026305,2
580,1.188721875540867,2
581,1.1401156785146092,2
582,1.1401156785146092,2
583,1.1401156785146092,2
584,1.1401156785146092,2
585,1.1401156785146092,2
586,1.0408520829727552,2
587,0.8658566174572235,2
588,0.9912642605354287,2
589,1.0408520829727552,2
590,1.0408520829727552,2
591,0.8658566174572235,2
592,0.9219280948873623,2
593,0.5032583347756457,1
594,0.8658566174572235,2
595,0.4689955935892812,1
596,0.5032583347756457,1
597,0.5032583347756457,1
598,0.5435644431995964,1
599,0.5916727785823275,1
600,0.5916727785823275,1
601,0.9864267287308424,2
602,1.0957952550009336,2
603,1.1567796494470395,2
604,1.188721875540867,2
605,1.188721875540867,2
606,1.2406705316766884,2
607,1.2406705316766884,2
608,1.295461844238322,2
609,1.3516441151533924,2
610,1.3221793455166666,2
611,1.3221793455166666,2
612,1.2957378005380122,2
613,1.3250112108241772,2
614,1.5916727785823275,3
615,1.650022421648354,3
616,1.650022421648354,3
617,1.650022421648354,3
618,1.6767370300521325,3
619,1.6143308351592656,3
620,1.5628066316931741,3
621,1.5916727785823275,3
622,1.6774212838293647,3
623,1.6337314206421327,3
624,1.5628066316931741,3
625,1.5628066316931741,3
626,1.519728461579561,3
627,1.5435644431995963,3
628,1.5032583347756456,3
629,1.4689955935892813,3
630,1.5032583347756456,3
631,1.519728461579561,3
632,1.5435644431995963,3
633,1.5435644431995963,3
634,1.5916727785823275,3
635,1.5916727785823275,3
636,1.650022421648354,3
637,1.3516441151533924,2
638,1.2987949406953985,2
639,1.295461844238322,2
640,1.280672129520887,2
641,1.2406705316766884,2
642,1.2406705316766884,2
643,1.2389012566026305,2
644,1.2309595631140104,2
645,1.2309595631140104,2
646,1.2210477851797181,2
647,1.4652556501132248,3
648,1.2326602568158207,2
649,1.2326602568158207,2
650,1.2192407046368487,2
651,1.2363864108712894,2
652,1.2326602568158207,2
653,1.2210477851797181,2
654,1.198192411043098,2
655,1.198192411043098,2
656,1.1660870601063933,2
657,1.198192411043098,2
658,1.1941737342569119,2
659,1.2210477851797181,2
660,1.2108100261060328,2
661,1.1941737342569119,2
662,1.1660870601063933,2
663,1.134969974603941,2
664,1.0863128407412879,2
665,1.1050139971135322,2
666,1.134969974603941,2
667,1.1660870601063933,2
668,1.198192411043098,2
669,1.198192411043098,2
670,1.4627552262645036,3
671,1.4366664819166872,3
672,1.428794734004785,3
673,1.4079824483474697,3
674,1.395461844238322,3
675,1.379558855444687,3
676,1.379558855444687,3
677,1.3516292011348527,3
678,1.3397218324096136,3
679,1.3640054628542204,3
680,1.115520093581932,2
681,1.115520093581932,2
682,1.3516292011348527,3
683,1.379558855444687,3
684,1.4079824483474697,3
685,1.3885308110207437,3
686,1.3885308110207437,3
687,1.4130884364257577,3
688,1.4373770511116046,3
689,1.4366664819166872,3
690,1.4652556501132248,3
691,1.4652556501132248,3
692,1.4373770511116046,3
693,1.4366664819166872,3
694,1.4652556501132248,3
695,1.4373770511116046,3
696,1.4366664819166872,3
697,1.4652556501132248,3
698,1.4373770511116046,3
699,1.4609640474436811,3
700,1.4832261969709113,3
701,1.4832261969709113,3
702,1.5032583347756456,3
703,1.4689955935892813,3
704,1.4689955935892813,3
705,1.5032583347756456,3
706,1.519728461579561,3
707,1.4832261969709113,3
708,1.4832261969709113,3
709,1.2475562489182659,2
710,1.272905595320056,2
711,1.519728461579561,3
712,1.4832261969709113,3
713,1.4519076150714063,3
714,1.2344977967946407,2
715,1.2197484934607568,2
716,1.221694907636328,2
717,1.2088301752949477,2
718,1.1974776241409462,2
719,1.1974776241409462,2
720,1.2069084251518167,2
721,1.2088301752949477,2
722,1.2088301752949477,2
723,1.2072100267448116,2
724,1.2009102795095283,2
725,1.4127413029424614,3
726,1.4329283087286118,3
727,1.4373770511116046,3
728,1.4366664819166872,3
729,1.4366664819166872,3
730,1.4652556501132248,3
731,1.4627552262645036,3
732,1.4969275461145894,3
733,1.5306390622295665,3
734,1.5628066316931741,3
735,1.5628066316931741,3
736,1.5306390622295665,3
737,1.8638263900908156,4
738,1.9015064025015063,4
739,1.936278124459133,4
740,1.9523612813926658,4
741,1.9523612813926658,4
742,1.9016094970590272,4
743,1.85560377703983,4
744,1.9016094970590272,4
745,1.9016094970590272,4
746,1.9016094970590272,4
747,1.9523612813926658,4
748,2.007856063692049,4
749,1.965596230357602,4
750,2.005977711423774,4
751,1.936278124459133,4
752,1.9523612813926658,4
753,1.9016094970590272,4
754,1.85560377703983,4
755,1.9016094970590272,4
756,1.85560377703983,4
757,1.8801799226757383,4
758,1.8801799226757383,4
759,1.9016094970590272,4
760,1.85560377703983,4
761,1.9016094970590272,4
762,2.0103604198119536,4
763,1.9016094970590272,4
764,1.9057584610289318,4
765,1.6068322783181097,3
766,1.2957378005380122,2
767,1.2957378005380122,2
768,1.272905595320056,2
769,1.2958363892911637,2
770,1.3250112108241772,2
771,1.3221793455166666,2
772,1.360964047443681,2
773,1.3250112108241772,2
774,1.360964047443681,2
775,1.3516441151533924,2
776,1.4056390622295665,2
777,1.7219280948873623,3
778,1.650022421648354,3
779,1.7219280948873623,3
780,1.7527152789797045,3
781,1.2516291673878228,2
782,1.75,3
783,1.6577427265048887,3
784,1.6577427265048887,3
785,0.6500224216483541,1
786,0.6500224216483541,1
787,0.7219280948873623,1
788,0.8112781244591328,1
789,0.9182958340544896,1
790,0.9182958340544896,1
791,0.9182958340544896,1
792,1,1
793,1,1
794,1,1
795,1,1
796,1,1
797,1,1
798,1,1
799,1,1
800,1,1
801,0.9182958340544896,1
802,0.9182958340544896,1
803,1,1
804,0.9182958340544896,1
805,1,1
806,1.5,2
807,1.5,2
808,1.5,2
809,0.9182958340544896,1
810,0.9182958340544896,1
811,0.9182958340544896,1
812,1.9219280948873623,3
813,1.5,2
814,1.4591479170272446,2
815,1.3709505944546687,2
816,0.8112781244591328,1
817,1.2516291673878228,2
818,1.1488348542809166,2
819,0.6500224216483541,1
820,0.5916727785823275,1
821,0.6500224216483541,1
822,0.7219280948873623,1
823,1.1488348542809166,2
824,1.2516291673878228,2
825,1.3709505944546687,2
826,1.3709505944546687,2
827,1.3787834934861753,2
828,1.2516291673878228,2
829,0.7219280948873623,1
830,0.7219280948873623,1
831,0.8112781244591328,1
832,1.2516291673878228,2
833,1.3709505944546687,2
834,1.3787834934861753,2
835,1.2987949406953985,2
836,1.3787834934861753,2
837,1.4591479170272446,2
838,1.811278124459133,3
839,1.4488156357251847,2
840,1.4591479170272446,2
841,1.3709505944546687,2
842,1.5,2
843,0.9182958340544896,1
844,1,1
845,1,1
846,1,1
847,0.9182958340544896,1
848,0.9182958340544896,1
849,0.9182958340544896,1
850,0.9182958340544896,1
851,1.3709505944546687,2
852,0.8112781244591328,1
853,0.8112781244591328,1
854,0.9182958340544896,1
855,1.3709505944546687,2
856,0.8112781244591328,1
857,0.9182958340544896,1
858,0.9182958340544896,1
859,1,1
860,1,1
861,1,1
862,1,1
863,1.5,2
864,2.2516291673878226,4
865,2.2516291673878226,4
866,1.9219280948873623,3
867,1.8423709931771084,3
868,1.8423709931771084,3
869,1.4591479170272446,2
870,1.5,2
871,1.4591479170272446,2
872,1.4056390622295665,2
873,1.4056390622295665,2
874,1.3787834934861753,2
875,1.2516291673878228,2
876,1.3709505944546687,2
877,1.3787834934861753,2
878,1.3787834934861753,2
879,1.2516291673878228,2
880,0.7219280948873623,1
881,0.8112781244591328,1
882,1.2516291673878228,2
883,1.2987949406953985,2
884,1.1488348542809166,2
885,0.6500224216483541,1
886,1.061278124459133,2
887,1.061278124459133,2
888,1.1488348542809166,2
889,1.6577427265048887,3
890,1.75,3
891,1.75,3
892,1.6854752972273344,3
893,1.7527152789797045,3
894,1.6767370300521325,3
895,1.360964047443681,2
896,1.3485878960124222,2
897,1.3921472236645345,2
898,1.3921472236645345,2
899,1.3485878960124222,2
900,1.3143204867061788,2
901,1.3143204867061788,2
902,1.3250112108241772,2
903,1.3485878960124222,2
904,1.360964047443681,2
905,1.3250112108241772,2
906,1.2958363892911637,2
907,1.3143204867061788,2
908,1.3250112108241772,2
909,1.3250112108241772,2
910,1.3250112108241772,2
911,1.2958363892911637,2
912,1.2958363892911637,2
913,1.2957378005380122,2
914,1.2957378005380122,2
915,1.280672129520887,2
916,1.2638091738835462,2
917,1.2957378005380122,2
918,1.272905595320056,2
919,1.253297578463043,2
920,1.4832261969709113,3
921,1.4832261969709113,3
922,1.4932133643654213,3
923,1.253297578463043,2
924,1.253297578463043,2
925,1.2475562489182659,2
926,1.2475562489182659,2
927,1.2326602568158207,2
928,1.2326602568158207,2
929,1.2363864108712894,2
930,1.2192407046368487,2
931,1.2192407046368487,2
932,1.2072100267448116,2
933,1.2009102795095283,2
934,1.1883763717345073,2
935,1.181899057917561,2
936,1.181899057917561,2
937,1.1625633078480364,2
938,1.143320102127766,2
939,1.1657840518150733,2
940,1.1883763717345073,2
941,1.1674367232867007,2
942,1.134969974603941,2
943,1.1660870601063933,2
944,1.134969974603941,2
945,1.1660870601063933,2
946,1.1660870601063933,2
947,1.121640762186858,2
948,1.158938532350277,2
949,1.1981174211304033,2
950,1.1401156785146092,2
951,1.1401156785146092,2
952,1.158938532350277,2
953,1.1981174211304033,2
954,1.1401156785146092,2
955,1.158938532350277,2
956,1.158938532350277,2
957,1.158938532350277,2
958,1.1981174211304033,2
959,1.1401156785146092,2
960,1.1401156785146092,2
961,1.0408520829727552,2
962,1.0408520829727552,2
963,1.0408520829727552,2
964,1.0957952550009336,2
965,1.0957952550009336,2
966,1.1401156785146092,2
967,1.158938532350277,2
968,1.1660870601063933,2
969,1.198192411043098,2
970,1.198192411043098,2
971,1.158938532350277,2
972,1.158938532350277,2
973,1.450467463408549,3
974,1.5779772001172403,3
975,1.549211124711451,3
976,1.5227119556807576,3
977,1.4366664819166872,3
978,1.428794734004785,3
979,1.4079824483474697,3
980,1.4079824483474697,3
981,1.428794734004785,3
982,1.1941737342569119,2
983,1.1941737342569119,2
984,1.1941737342569119,2
985,1.1660870601063933,2
986,1.1674367232867007,2
987,1.1674367232867007,2
988,1.4079824483474697,3
989,1.4366664819166872,3
990,1.428794734004785,3
991,1.1941737342569119,2
992,1.1674367232867007,2
993,1.1941737342569119,2
994,1.2210477851797181,2
995,1.2210477851797181,2
996,1.2326602568158207,2
997,1.2210477851797181,2
998,1.2108100261060328,2
999,1.1941737342569119,2
1000,1.1660870601063933,2
1001,1.1674367232867007,2
1002,1.1657840518150733,2
1003,1.181899057917561,2
1004,1.1752835873133534,2
1005,1.1625633078480364,2
1006,1.143320102127766,2
1007,1.1431558784658322,2
1008,1.1625633078480364,2
1009,1.1625633078480364,2
1010,1.181899057917561,2
1011,1.2009102795095283,2
1012,1.1883763717345073,2
1013,1.2108100261060328,2
1014,1.2326602568158207,2
1015,1.2192407046368487,2
1016,1.2363864108712894,2
1017,1.2363864108712894,2
1018,1.2363864108712894,2
1019,1.2326602568158207,2
1020,1.253297578463043,2
1021,1.2475562489182659,2
1022,1.2309595631140104,2
1023,1.1981174211304033,2
1024,1.2389012566026305,2
1025,1.2389012566026305,2
1026,1.2309595631140104,2
1027,1.1981174211304033,2
1028,1.1981174211304033,2
1029,1.198192411043098,2
1030,1.158938532350277,2
1031,1.1660870601063933,2
1032,1.1660870601063933,2
1033,1.198192411043098,2
1034,1.2309595631140104,2
1035,1.2309595631140104,2
1036,1.1981174211304033,2
1037,1.1981174211304033,2
1038,1.198192411043098,2
1039,1.1660870601063933,2
1040,1.121640762186858,2
1041,1.134969974603941,2
1042,1.1050139971135322,2
1043,1.076297625725199,2
1044,1.076297625725199,2
1045,1.090652803252992,2
1046,1.324344026199031,3
1047,1.3516292011348527,3
1048,1.3315796225857792,3
1049,1.0214554656116666,2
1050,1.0214554656116666,2
1051,1.0214554656116666,2
1052,1.076297625725199,2
1053,1.076297625725199,2
1054,1.3315796225857792,3
1055,1.3630083113425158,3
1056,1.3630083113425158,3
1057,1.1411535278793057,2
1058,1.143320102127766,2
1059,1.115520093581932,2
1060,1.076297625725199,2
1061,1.076297625725199,2
1062,1.090652803252992,2
1063,1.090652803252992,2
1064,1.0488412604661608,2
1065,1.076297625725199,2
1066,1.076297625725199,2
1067,1.076297625725199,2
1068,1.0488412604661608,2
1069,1.076297625725199,2
1070,1.076297625725199,2
1071,1.1050139971135322,2
1072,1.3630083113425158,3
1073,1.1411535278793057,2
1074,1.143320102127766,2
1075,1.3640054628542204,3
1076,1.3397218324096136,3
1077,1.3640054628542204,3
1078,1.3640054628542204,3
1079,1.3885308110207437,3
1080,1.3705644329032338,3
1081,1.3705644329032338,3
1082,1.3918357778538644,3
1083,1.191603636543317,2
1084,1.1829661954675212,2
1085,1.1752835873133534,2
1086,1.1752835873133534,2
1087,1.1752835873133534,2
1088,1.1625633078480364,2
1089,1.143320102127766,2
1090,1.3640054628542204,3
1091,1.3491826432523002,3
1092,1.0488412604661608,2
1093,1.076297625725199,2
1094,1.090652803252992,2
1095,1.090652803252992,2
1096,1.0488412604661608,2
1097,1.076297625725199,2
1098,1.090652803252992,2
1099,1.115520093581932,2
1100,1.115520093581932,2
1101,1.076297625725199,2
1102,1.0214554656116666,2
1103,1.0214554656116666,2
1104,1.0488412604661608,2
1105,1.076297625725199,2
1106,1.1050139971135322,2
1107,1.115520093581932,2
1108,1.076297625725199,2
1109,1.0214554656116666,2
1110,0.9444885341662053,2
1111,0.8343470230852537,2
1112,0.8343470230852537,2
1113,0.8343470230852537,2
1114,1.192250860234642,3
1115,1.2332247882202196,3
1116,1.2772018112022603,3
1117,1.014097655573916,2
1118,0.9055872616982603,2
1119,0.9055872616982603,2
1120,0.9055872616982603,2
1121,0.8683927290103626,2
1122,0.8683927290103626,2
